"resolution","score_i","score_j","analysis","genotype_form","correlation","p_value"
10,"CV_t","RN","global","combined",-0.0158227848101266,0.839
10,"CV_t","RNN","global","combined",0.537341772151899,0.001
10,"CV_t","D_slope","global","combined",0.576582278481013,0.001
10,"CV_t","RC","global","combined",0.94620253164557,0.001
10,"CV_t","gPi","global","combined",1,0.001
10,"CV_t","PPF","global","combined",0.884810126582279,0.001
10,"CV_t","PPi","global","combined",0.925949367088608,0.001
10,"CV_t","PImd","global","combined",0.925949367088608,0.001
10,"CV_t","PILSM","global","combined",0.925949367088608,0.001
10,"CV_t","RTR","global","combined",-0.019620253164557,0.799
10,"CV_t","PIR","global","combined",0.856962025316456,0.001
10,"CV_t","RDPI","global","combined",0.948101265822785,0.001
10,"CV_t","ESPI","global","combined",0.574683544303797,0.001
10,"CV_t","ESPIID","global","combined",0.580379746835443,0.001
10,"CV_t","PSI","global","combined",-0.139873417721519,0.073
10,"CV_t","RPI","global","combined",0.948101265822785,0.001
10,"CV_t","PQ","global","combined",0.574683544303797,0.001
10,"CV_t","PR","global","combined",0.574683544303797,0.001
10,"CV_t","NRW","global","combined",0.574683544303797,0.001
10,"CV_t","ESP","global","combined",0.95253164556962,0.001
10,"CV_t","CEV","global","combined",1,0.001
10,"CV_t","PFI","global","combined",0.85506329113924,0.001
10,"CV_t","APC","global","combined",0.50126582278481,0.001
10,"CV_t","SI","global","combined",0.805696202531646,0.001
10,"CV_t","RSI","global","combined",-1,0.001
10,"CV_t","EVS","global","combined",0.579746835443038,0.001
10,"RN","RNN","global","combined",-0.0316455696202532,0.684
10,"RN","D_slope","global","combined",0.0518987341772152,0.478
10,"RN","RC","global","combined",-0.0189873417721519,0.8
10,"RN","gPi","global","combined",-0.0158227848101266,0.844
10,"RN","PPF","global","combined",0.0867088607594937,0.267
10,"RN","PPi","global","combined",-0.020253164556962,0.806
10,"RN","PImd","global","combined",-0.020253164556962,0.798
10,"RN","PILSM","global","combined",-0.020253164556962,0.816
10,"RN","RTR","global","combined",0.789873417721519,0.001
10,"RN","PIR","global","combined",0.0677215189873418,0.368
10,"RN","RDPI","global","combined",-0.019620253164557,0.809
10,"RN","ESPI","global","combined",0.0512658227848101,0.481
10,"RN","ESPIID","global","combined",0.0265822784810127,0.746
10,"RN","PSI","global","combined",-0.0265822784810127,0.715
10,"RN","RPI","global","combined",-0.019620253164557,0.792
10,"RN","PQ","global","combined",0.0512658227848101,0.493
10,"RN","PR","global","combined",0.0512658227848101,0.495
10,"RN","NRW","global","combined",0.0512658227848101,0.475
10,"RN","ESP","global","combined",-0.0227848101265823,0.784
10,"RN","CEV","global","combined",-0.0158227848101266,0.852
10,"RN","PFI","global","combined",-0.0189873417721519,0.827
10,"RN","APC","global","combined",0.0120253164556962,0.886
10,"RN","SI","global","combined",0.00886075949367089,0.905
10,"RN","RSI","global","combined",0.0158227848101266,0.847
10,"RN","EVS","global","combined",0.0449367088607595,0.539
10,"RNN","D_slope","global","combined",0.654430379746835,0.001
10,"RNN","RC","global","combined",0.508860759493671,0.001
10,"RNN","gPi","global","combined",0.537341772151899,0.001
10,"RNN","PPF","global","combined",0.509493670886076,0.001
10,"RNN","PPi","global","combined",0.525316455696203,0.001
10,"RNN","PImd","global","combined",0.525316455696203,0.001
10,"RNN","PILSM","global","combined",0.525316455696203,0.001
10,"RNN","RTR","global","combined",-0.0164556962025316,0.837
10,"RNN","PIR","global","combined",0.457594936708861,0.001
10,"RNN","RDPI","global","combined",0.510759493670886,0.001
10,"RNN","ESPI","global","combined",0.713291139240506,0.001
10,"RNN","ESPIID","global","combined",0.791139240506329,0.001
10,"RNN","PSI","global","combined",-0.0772151898734177,0.31
10,"RNN","RPI","global","combined",0.510759493670886,0.001
10,"RNN","PQ","global","combined",0.713291139240506,0.001
10,"RNN","PR","global","combined",0.713291139240506,0.001
10,"RNN","NRW","global","combined",0.713291139240506,0.001
10,"RNN","ESP","global","combined",0.513924050632911,0.001
10,"RNN","CEV","global","combined",0.537341772151899,0.001
10,"RNN","PFI","global","combined",0.563291139240506,0.001
10,"RNN","APC","global","combined",0.757594936708861,0.001
10,"RNN","SI","global","combined",0.634177215189873,0.001
10,"RNN","RSI","global","combined",-0.537341772151899,0.001
10,"RNN","EVS","global","combined",0.696835443037975,0.001
10,"D_slope","RC","global","combined",0.573417721518987,0.001
10,"D_slope","gPi","global","combined",0.576582278481013,0.001
10,"D_slope","PPF","global","combined",0.591772151898734,0.001
10,"D_slope","PPi","global","combined",0.593670886075949,0.001
10,"D_slope","PImd","global","combined",0.593670886075949,0.001
10,"D_slope","PILSM","global","combined",0.593670886075949,0.001
10,"D_slope","RTR","global","combined",0.0734177215189873,0.353
10,"D_slope","PIR","global","combined",0.596835443037975,0.001
10,"D_slope","RDPI","global","combined",0.596835443037975,0.001
10,"D_slope","ESPI","global","combined",0.905696202531646,0.001
10,"D_slope","ESPIID","global","combined",0.80253164556962,0.001
10,"D_slope","PSI","global","combined",-0.379746835443038,0.001
10,"D_slope","RPI","global","combined",0.596835443037975,0.001
10,"D_slope","PQ","global","combined",0.905696202531646,0.001
10,"D_slope","PR","global","combined",0.905696202531646,0.001
10,"D_slope","NRW","global","combined",0.905696202531646,0.001
10,"D_slope","ESP","global","combined",0.573417721518987,0.001
10,"D_slope","CEV","global","combined",0.576582278481013,0.001
10,"D_slope","PFI","global","combined",0.535443037974684,0.001
10,"D_slope","APC","global","combined",0.603164556962025,0.001
10,"D_slope","SI","global","combined",0.756962025316456,0.001
10,"D_slope","RSI","global","combined",-0.576582278481013,0.001
10,"D_slope","EVS","global","combined",0.900632911392405,0.001
10,"RC","gPi","global","combined",0.94620253164557,0.001
10,"RC","PPF","global","combined",0.874050632911392,0.001
10,"RC","PPi","global","combined",0.889873417721519,0.001
10,"RC","PImd","global","combined",0.889873417721519,0.001
10,"RC","PILSM","global","combined",0.889873417721519,0.001
10,"RC","RTR","global","combined",-0.0215189873417722,0.773
10,"RC","PIR","global","combined",0.838607594936709,0.001
10,"RC","RDPI","global","combined",0.94493670886076,0.001
10,"RC","ESPI","global","combined",0.558860759493671,0.001
10,"RC","ESPIID","global","combined",0.549367088607595,0.001
10,"RC","PSI","global","combined",-0.191139240506329,0.016
10,"RC","RPI","global","combined",0.94493670886076,0.001
10,"RC","PQ","global","combined",0.558860759493671,0.001
10,"RC","PR","global","combined",0.558860759493671,0.001
10,"RC","NRW","global","combined",0.558860759493671,0.001
10,"RC","ESP","global","combined",0.993670886075949,0.001
10,"RC","CEV","global","combined",0.94620253164557,0.001
10,"RC","PFI","global","combined",0.80126582278481,0.001
10,"RC","APC","global","combined",0.45506329113924,0.001
10,"RC","SI","global","combined",0.793670886075949,0.001
10,"RC","RSI","global","combined",-0.94620253164557,0.001
10,"RC","EVS","global","combined",0.579113924050633,0.001
10,"gPi","PPF","global","combined",0.884810126582279,0.001
10,"gPi","PPi","global","combined",0.925949367088608,0.001
10,"gPi","PImd","global","combined",0.925949367088608,0.001
10,"gPi","PILSM","global","combined",0.925949367088608,0.001
10,"gPi","RTR","global","combined",-0.019620253164557,0.809
10,"gPi","PIR","global","combined",0.856962025316456,0.001
10,"gPi","RDPI","global","combined",0.948101265822785,0.001
10,"gPi","ESPI","global","combined",0.574683544303797,0.001
10,"gPi","ESPIID","global","combined",0.580379746835443,0.001
10,"gPi","PSI","global","combined",-0.139873417721519,0.06
10,"gPi","RPI","global","combined",0.948101265822785,0.001
10,"gPi","PQ","global","combined",0.574683544303797,0.001
10,"gPi","PR","global","combined",0.574683544303797,0.001
10,"gPi","NRW","global","combined",0.574683544303797,0.001
10,"gPi","ESP","global","combined",0.95253164556962,0.001
10,"gPi","CEV","global","combined",1,0.001
10,"gPi","PFI","global","combined",0.85506329113924,0.001
10,"gPi","APC","global","combined",0.50126582278481,0.001
10,"gPi","SI","global","combined",0.805696202531646,0.001
10,"gPi","RSI","global","combined",-1,0.001
10,"gPi","EVS","global","combined",0.579746835443038,0.001
10,"PPF","PPi","global","combined",0.889240506329114,0.001
10,"PPF","PImd","global","combined",0.889240506329114,0.001
10,"PPF","PILSM","global","combined",0.889240506329114,0.001
10,"PPF","RTR","global","combined",0.0943037974683544,0.195
10,"PPF","PIR","global","combined",0.912658227848101,0.001
10,"PPF","RDPI","global","combined",0.893670886075949,0.001
10,"PPF","ESPI","global","combined",0.573417721518987,0.001
10,"PPF","ESPIID","global","combined",0.563924050632911,0.001
10,"PPF","PSI","global","combined",-0.160126582278481,0.035
10,"PPF","RPI","global","combined",0.893670886075949,0.001
10,"PPF","PQ","global","combined",0.573417721518987,0.001
10,"PPF","PR","global","combined",0.573417721518987,0.001
10,"PPF","NRW","global","combined",0.573417721518987,0.001
10,"PPF","ESP","global","combined",0.872784810126582,0.001
10,"PPF","CEV","global","combined",0.884810126582279,0.001
10,"PPF","PFI","global","combined",0.796835443037975,0.001
10,"PPF","APC","global","combined",0.478481012658228,0.001
10,"PPF","SI","global","combined",0.786708860759494,0.001
10,"PPF","RSI","global","combined",-0.884810126582279,0.001
10,"PPF","EVS","global","combined",0.581012658227848,0.001
10,"PPi","PImd","global","combined",1,0.001
10,"PPi","PILSM","global","combined",1,0.001
10,"PPi","RTR","global","combined",-0.00759493670886076,0.929
10,"PPi","PIR","global","combined",0.887974683544304,0.001
10,"PPi","RDPI","global","combined",0.939873417721519,0.001
10,"PPi","ESPI","global","combined",0.585443037974684,0.001
10,"PPi","ESPIID","global","combined",0.589873417721519,0.001
10,"PPi","PSI","global","combined",-0.124050632911392,0.109
10,"PPi","RPI","global","combined",0.939873417721519,0.001
10,"PPi","PQ","global","combined",0.585443037974684,0.001
10,"PPi","PR","global","combined",0.585443037974684,0.001
10,"PPi","NRW","global","combined",0.585443037974684,0.001
10,"PPi","ESP","global","combined",0.89493670886076,0.001
10,"PPi","CEV","global","combined",0.925949367088608,0.001
10,"PPi","PFI","global","combined",0.862025316455696,0.001
10,"PPi","APC","global","combined",0.514556962025316,0.001
10,"PPi","SI","global","combined",0.788607594936709,0.001
10,"PPi","RSI","global","combined",-0.925949367088608,0.001
10,"PPi","EVS","global","combined",0.575316455696202,0.001
10,"PImd","PILSM","global","combined",1,0.001
10,"PImd","RTR","global","combined",-0.00759493670886076,0.928
10,"PImd","PIR","global","combined",0.887974683544304,0.001
10,"PImd","RDPI","global","combined",0.939873417721519,0.001
10,"PImd","ESPI","global","combined",0.585443037974684,0.001
10,"PImd","ESPIID","global","combined",0.589873417721519,0.001
10,"PImd","PSI","global","combined",-0.124050632911392,0.103
10,"PImd","RPI","global","combined",0.939873417721519,0.001
10,"PImd","PQ","global","combined",0.585443037974684,0.001
10,"PImd","PR","global","combined",0.585443037974684,0.001
10,"PImd","NRW","global","combined",0.585443037974684,0.001
10,"PImd","ESP","global","combined",0.89493670886076,0.001
10,"PImd","CEV","global","combined",0.925949367088608,0.001
10,"PImd","PFI","global","combined",0.862025316455696,0.001
10,"PImd","APC","global","combined",0.514556962025316,0.001
10,"PImd","SI","global","combined",0.788607594936709,0.001
10,"PImd","RSI","global","combined",-0.925949367088608,0.001
10,"PImd","EVS","global","combined",0.575316455696202,0.001
10,"PILSM","RTR","global","combined",-0.00759493670886076,0.915
10,"PILSM","PIR","global","combined",0.887974683544304,0.001
10,"PILSM","RDPI","global","combined",0.939873417721519,0.001
10,"PILSM","ESPI","global","combined",0.585443037974684,0.001
10,"PILSM","ESPIID","global","combined",0.589873417721519,0.001
10,"PILSM","PSI","global","combined",-0.124050632911392,0.113
10,"PILSM","RPI","global","combined",0.939873417721519,0.001
10,"PILSM","PQ","global","combined",0.585443037974684,0.001
10,"PILSM","PR","global","combined",0.585443037974684,0.001
10,"PILSM","NRW","global","combined",0.585443037974684,0.001
10,"PILSM","ESP","global","combined",0.89493670886076,0.001
10,"PILSM","CEV","global","combined",0.925949367088608,0.001
10,"PILSM","PFI","global","combined",0.862025316455696,0.001
10,"PILSM","APC","global","combined",0.514556962025316,0.001
10,"PILSM","SI","global","combined",0.788607594936709,0.001
10,"PILSM","RSI","global","combined",-0.925949367088608,0.001
10,"PILSM","EVS","global","combined",0.575316455696202,0.001
10,"RTR","PIR","global","combined",0.0841772151898734,0.267
10,"RTR","RDPI","global","combined",-0.0107594936708861,0.893
10,"RTR","ESPI","global","combined",0.0525316455696203,0.517
10,"RTR","ESPIID","global","combined",0.0329113924050633,0.648
10,"RTR","PSI","global","combined",-0.0443037974683544,0.562
10,"RTR","RPI","global","combined",-0.0107594936708861,0.893
10,"RTR","PQ","global","combined",0.0525316455696203,0.48
10,"RTR","PR","global","combined",0.0525316455696203,0.476
10,"RTR","NRW","global","combined",0.0525316455696203,0.477
10,"RTR","ESP","global","combined",-0.0253164556962025,0.723
10,"RTR","CEV","global","combined",-0.019620253164557,0.8
10,"RTR","PFI","global","combined",-0.0240506329113924,0.742
10,"RTR","APC","global","combined",0.0208860759493671,0.776
10,"RTR","SI","global","combined",0.00506329113924051,0.943
10,"RTR","RSI","global","combined",0.019620253164557,0.789
10,"RTR","EVS","global","combined",0.0474683544303797,0.538
10,"PIR","RDPI","global","combined",0.881012658227848,0.001
10,"PIR","ESPI","global","combined",0.574683544303797,0.001
10,"PIR","ESPIID","global","combined",0.55126582278481,0.001
10,"PIR","PSI","global","combined",-0.177848101265823,0.013
10,"PIR","RPI","global","combined",0.881012658227848,0.001
10,"PIR","PQ","global","combined",0.574683544303797,0.001
10,"PIR","PR","global","combined",0.574683544303797,0.001
10,"PIR","NRW","global","combined",0.574683544303797,0.001
10,"PIR","ESP","global","combined",0.837341772151899,0.001
10,"PIR","CEV","global","combined",0.856962025316456,0.001
10,"PIR","PFI","global","combined",0.761392405063291,0.001
10,"PIR","APC","global","combined",0.450632911392405,0.001
10,"PIR","SI","global","combined",0.766455696202532,0.001
10,"PIR","RSI","global","combined",-0.856962025316456,0.001
10,"PIR","EVS","global","combined",0.572151898734177,0.001
10,"RDPI","ESPI","global","combined",0.574683544303797,0.001
10,"RDPI","ESPIID","global","combined",0.570253164556962,0.001
10,"RDPI","PSI","global","combined",-0.171518987341772,0.027
10,"RDPI","RPI","global","combined",1,0.001
10,"RDPI","PQ","global","combined",0.574683544303797,0.001
10,"RDPI","PR","global","combined",0.574683544303797,0.001
10,"RDPI","NRW","global","combined",0.574683544303797,0.001
10,"RDPI","ESP","global","combined",0.94493670886076,0.001
10,"RDPI","CEV","global","combined",0.948101265822785,0.001
10,"RDPI","PFI","global","combined",0.813291139240506,0.001
10,"RDPI","APC","global","combined",0.472151898734177,0.001
10,"RDPI","SI","global","combined",0.801898734177215,0.001
10,"RDPI","RSI","global","combined",-0.948101265822785,0.001
10,"RDPI","EVS","global","combined",0.582278481012658,0.001
10,"ESPI","ESPIID","global","combined",0.866455696202532,0.001
10,"ESPI","PSI","global","combined",-0.35506329113924,0.001
10,"ESPI","RPI","global","combined",0.574683544303797,0.001
10,"ESPI","PQ","global","combined",1,0.001
10,"ESPI","PR","global","combined",1,0.001
10,"ESPI","NRW","global","combined",1,0.001
10,"ESPI","ESP","global","combined",0.562658227848101,0.001
10,"ESPI","CEV","global","combined",0.574683544303797,0.001
10,"ESPI","PFI","global","combined",0.55126582278481,0.001
10,"ESPI","APC","global","combined",0.664556962025316,0.001
10,"ESPI","SI","global","combined",0.761392405063291,0.001
10,"ESPI","RSI","global","combined",-0.574683544303797,0.001
10,"ESPI","EVS","global","combined",0.937974683544304,0.001
10,"ESPIID","PSI","global","combined",-0.221518987341772,0.005
10,"ESPIID","RPI","global","combined",0.570253164556962,0.001
10,"ESPIID","PQ","global","combined",0.866455696202532,0.001
10,"ESPIID","PR","global","combined",0.866455696202532,0.001
10,"ESPIID","NRW","global","combined",0.866455696202532,0.001
10,"ESPIID","ESP","global","combined",0.554430379746835,0.001
10,"ESPIID","CEV","global","combined",0.580379746835443,0.001
10,"ESPIID","PFI","global","combined",0.60506329113924,0.001
10,"ESPIID","APC","global","combined",0.798101265822785,0.001
10,"ESPIID","SI","global","combined",0.743037974683544,0.001
10,"ESPIID","RSI","global","combined",-0.580379746835443,0.001
10,"ESPIID","EVS","global","combined",0.841139240506329,0.001
10,"PSI","RPI","global","combined",-0.171518987341772,0.033
10,"PSI","PQ","global","combined",-0.35506329113924,0.001
10,"PSI","PR","global","combined",-0.35506329113924,0.001
10,"PSI","NRW","global","combined",-0.35506329113924,0.001
10,"PSI","ESP","global","combined",-0.184810126582278,0.019
10,"PSI","CEV","global","combined",-0.139873417721519,0.065
10,"PSI","PFI","global","combined",0.00126582278481013,0.985
10,"PSI","APC","global","combined",-0.019620253164557,0.797
10,"PSI","SI","global","combined",-0.244303797468354,0.002
10,"PSI","RSI","global","combined",0.139873417721519,0.07
10,"PSI","EVS","global","combined",-0.380379746835443,0.001
10,"RPI","PQ","global","combined",0.574683544303797,0.001
10,"RPI","PR","global","combined",0.574683544303797,0.001
10,"RPI","NRW","global","combined",0.574683544303797,0.001
10,"RPI","ESP","global","combined",0.94493670886076,0.001
10,"RPI","CEV","global","combined",0.948101265822785,0.001
10,"RPI","PFI","global","combined",0.813291139240506,0.001
10,"RPI","APC","global","combined",0.472151898734177,0.001
10,"RPI","SI","global","combined",0.801898734177215,0.001
10,"RPI","RSI","global","combined",-0.948101265822785,0.001
10,"RPI","EVS","global","combined",0.582278481012658,0.001
10,"PQ","PR","global","combined",1,0.001
10,"PQ","NRW","global","combined",1,0.001
10,"PQ","ESP","global","combined",0.562658227848101,0.001
10,"PQ","CEV","global","combined",0.574683544303797,0.001
10,"PQ","PFI","global","combined",0.55126582278481,0.001
10,"PQ","APC","global","combined",0.664556962025316,0.001
10,"PQ","SI","global","combined",0.761392405063291,0.001
10,"PQ","RSI","global","combined",-0.574683544303797,0.001
10,"PQ","EVS","global","combined",0.937974683544304,0.001
10,"PR","NRW","global","combined",1,0.001
10,"PR","ESP","global","combined",0.562658227848101,0.001
10,"PR","CEV","global","combined",0.574683544303797,0.001
10,"PR","PFI","global","combined",0.55126582278481,0.001
10,"PR","APC","global","combined",0.664556962025316,0.001
10,"PR","SI","global","combined",0.761392405063291,0.001
10,"PR","RSI","global","combined",-0.574683544303797,0.001
10,"PR","EVS","global","combined",0.937974683544304,0.001
10,"NRW","ESP","global","combined",0.562658227848101,0.001
10,"NRW","CEV","global","combined",0.574683544303797,0.001
10,"NRW","PFI","global","combined",0.55126582278481,0.001
10,"NRW","APC","global","combined",0.664556962025316,0.001
10,"NRW","SI","global","combined",0.761392405063291,0.001
10,"NRW","RSI","global","combined",-0.574683544303797,0.001
10,"NRW","EVS","global","combined",0.937974683544304,0.001
10,"ESP","CEV","global","combined",0.95253164556962,0.001
10,"ESP","PFI","global","combined",0.807594936708861,0.001
10,"ESP","APC","global","combined",0.461392405063291,0.001
10,"ESP","SI","global","combined",0.79746835443038,0.001
10,"ESP","RSI","global","combined",-0.95253164556962,0.001
10,"ESP","EVS","global","combined",0.580379746835443,0.001
10,"CEV","PFI","global","combined",0.85506329113924,0.001
10,"CEV","APC","global","combined",0.50126582278481,0.001
10,"CEV","SI","global","combined",0.805696202531646,0.001
10,"CEV","RSI","global","combined",-1,0.001
10,"CEV","EVS","global","combined",0.579746835443038,0.001
10,"PFI","APC","global","combined",0.595569620253165,0.001
10,"PFI","SI","global","combined",0.731645569620253,0.001
10,"PFI","RSI","global","combined",-0.85506329113924,0.001
10,"PFI","EVS","global","combined",0.529746835443038,0.001
10,"APC","SI","global","combined",0.581645569620253,0.001
10,"APC","RSI","global","combined",-0.50126582278481,0.001
10,"APC","EVS","global","combined",0.639240506329114,0.001
10,"SI","RSI","global","combined",-0.805696202531646,0.001
10,"SI","EVS","global","combined",0.774050632911392,0.001
10,"RSI","EVS","global","combined",-0.579746835443038,0.001
10,"CV_t","RN","local","linear",0.105263157894737,0.537
10,"CV_t","RNN","local","linear",0.631578947368421,0.001
10,"CV_t","D_slope","local","linear",0.621052631578947,0.001
10,"CV_t","RC","local","linear",1,0.001
10,"CV_t","gPi","local","linear",1,0.001
10,"CV_t","PPF","local","linear",0.957894736842105,0.001
10,"CV_t","PPi","local","linear",1,0.001
10,"CV_t","PImd","local","linear",1,0.001
10,"CV_t","PILSM","local","linear",1,0.001
10,"CV_t","RTR","local","linear",0.168421052631579,0.323
10,"CV_t","PIR","local","linear",0.957894736842105,0.001
10,"CV_t","RDPI","local","linear",1,0.001
10,"CV_t","ESPI","local","linear",0.631578947368421,0.001
10,"CV_t","ESPIID","local","linear",0.631578947368421,0.001
10,"CV_t","PSI","local","linear",-0.631578947368421,0.001
10,"CV_t","RPI","local","linear",1,0.001
10,"CV_t","PQ","local","linear",0.631578947368421,0.001
10,"CV_t","PR","local","linear",0.631578947368421,0.001
10,"CV_t","NRW","local","linear",0.631578947368421,0.001
10,"CV_t","ESP","local","linear",1,0.001
10,"CV_t","CEV","local","linear",1,0.001
10,"CV_t","PFI","local","linear",1,0.001
10,"CV_t","APC","local","linear",0.631578947368421,0.001
10,"CV_t","SI","local","linear",0.873684210526316,0.001
10,"CV_t","RSI","local","linear",-1,0.001
10,"CV_t","EVS","local","linear",0.631578947368421,0.001
10,"RN","RNN","local","linear",0.263157894736842,0.098
10,"RN","D_slope","local","linear",0.273684210526316,0.1
10,"RN","RC","local","linear",0.105263157894737,0.523
10,"RN","gPi","local","linear",0.105263157894737,0.539
10,"RN","PPF","local","linear",0.147368421052632,0.383
10,"RN","PPi","local","linear",0.105263157894737,0.537
10,"RN","PImd","local","linear",0.105263157894737,0.528
10,"RN","PILSM","local","linear",0.105263157894737,0.55
10,"RN","RTR","local","linear",0.831578947368421,0.001
10,"RN","PIR","local","linear",0.147368421052632,0.362
10,"RN","RDPI","local","linear",0.105263157894737,0.528
10,"RN","ESPI","local","linear",0.263157894736842,0.113
10,"RN","ESPIID","local","linear",0.263157894736842,0.12
10,"RN","PSI","local","linear",-0.263157894736842,0.118
10,"RN","RPI","local","linear",0.105263157894737,0.557
10,"RN","PQ","local","linear",0.263157894736842,0.126
10,"RN","PR","local","linear",0.263157894736842,0.111
10,"RN","NRW","local","linear",0.263157894736842,0.115
10,"RN","ESP","local","linear",0.105263157894737,0.565
10,"RN","CEV","local","linear",0.105263157894737,0.549
10,"RN","PFI","local","linear",0.105263157894737,0.558
10,"RN","APC","local","linear",0.263157894736842,0.125
10,"RN","SI","local","linear",0.126315789473684,0.465
10,"RN","RSI","local","linear",-0.105263157894737,0.539
10,"RN","EVS","local","linear",0.263157894736842,0.105
10,"RNN","D_slope","local","linear",0.989473684210527,0.001
10,"RNN","RC","local","linear",0.631578947368421,0.001
10,"RNN","gPi","local","linear",0.631578947368421,0.001
10,"RNN","PPF","local","linear",0.631578947368421,0.002
10,"RNN","PPi","local","linear",0.631578947368421,0.001
10,"RNN","PImd","local","linear",0.631578947368421,0.001
