"resolution","score_i","score_j","analysis","genotype_form","correlation","p_value"
10,"RNN","PILSM","local","linear",0.631578947368421,0.001
10,"RNN","RTR","local","linear",0.2,0.216
10,"RNN","PIR","local","linear",0.631578947368421,0.001
10,"RNN","RDPI","local","linear",0.631578947368421,0.001
10,"RNN","ESPI","local","linear",1,0.001
10,"RNN","ESPIID","local","linear",1,0.001
10,"RNN","PSI","local","linear",-1,0.001
10,"RNN","RPI","local","linear",0.631578947368421,0.001
10,"RNN","PQ","local","linear",1,0.001
10,"RNN","PR","local","linear",1,0.001
10,"RNN","NRW","local","linear",1,0.001
10,"RNN","ESP","local","linear",0.631578947368421,0.001
10,"RNN","CEV","local","linear",0.631578947368421,0.001
10,"RNN","PFI","local","linear",0.631578947368421,0.001
10,"RNN","APC","local","linear",1,0.001
10,"RNN","SI","local","linear",0.757894736842105,0.001
10,"RNN","RSI","local","linear",-0.631578947368421,0.001
10,"RNN","EVS","local","linear",1,0.001
10,"D_slope","RC","local","linear",0.621052631578947,0.001
10,"D_slope","gPi","local","linear",0.621052631578947,0.001
10,"D_slope","PPF","local","linear",0.621052631578947,0.001
10,"D_slope","PPi","local","linear",0.621052631578947,0.001
10,"D_slope","PImd","local","linear",0.621052631578947,0.001
10,"D_slope","PILSM","local","linear",0.621052631578947,0.001
10,"D_slope","RTR","local","linear",0.210526315789474,0.214
10,"D_slope","PIR","local","linear",0.621052631578947,0.001
10,"D_slope","RDPI","local","linear",0.621052631578947,0.001
10,"D_slope","ESPI","local","linear",0.989473684210527,0.001
10,"D_slope","ESPIID","local","linear",0.989473684210527,0.001
10,"D_slope","PSI","local","linear",-0.989473684210527,0.001
10,"D_slope","RPI","local","linear",0.621052631578947,0.001
10,"D_slope","PQ","local","linear",0.989473684210527,0.001
10,"D_slope","PR","local","linear",0.989473684210527,0.001
10,"D_slope","NRW","local","linear",0.989473684210527,0.001
10,"D_slope","ESP","local","linear",0.621052631578947,0.002
10,"D_slope","CEV","local","linear",0.621052631578947,0.001
10,"D_slope","PFI","local","linear",0.621052631578947,0.001
10,"D_slope","APC","local","linear",0.989473684210527,0.001
10,"D_slope","SI","local","linear",0.747368421052632,0.001
10,"D_slope","RSI","local","linear",-0.621052631578947,0.001
10,"D_slope","EVS","local","linear",0.989473684210527,0.001
10,"RC","gPi","local","linear",1,0.001
10,"RC","PPF","local","linear",0.957894736842105,0.001
10,"RC","PPi","local","linear",1,0.001
10,"RC","PImd","local","linear",1,0.001
10,"RC","PILSM","local","linear",1,0.001
10,"RC","RTR","local","linear",0.168421052631579,0.332
10,"RC","PIR","local","linear",0.957894736842105,0.001
10,"RC","RDPI","local","linear",1,0.001
10,"RC","ESPI","local","linear",0.631578947368421,0.001
10,"RC","ESPIID","local","linear",0.631578947368421,0.001
10,"RC","PSI","local","linear",-0.631578947368421,0.001
10,"RC","RPI","local","linear",1,0.001
10,"RC","PQ","local","linear",0.631578947368421,0.001
10,"RC","PR","local","linear",0.631578947368421,0.001
10,"RC","NRW","local","linear",0.631578947368421,0.001
10,"RC","ESP","local","linear",1,0.001
10,"RC","CEV","local","linear",1,0.001
10,"RC","PFI","local","linear",1,0.001
10,"RC","APC","local","linear",0.631578947368421,0.001
10,"RC","SI","local","linear",0.873684210526316,0.001
10,"RC","RSI","local","linear",-1,0.001
10,"RC","EVS","local","linear",0.631578947368421,0.001
10,"gPi","PPF","local","linear",0.957894736842105,0.001
10,"gPi","PPi","local","linear",1,0.001
10,"gPi","PImd","local","linear",1,0.001
10,"gPi","PILSM","local","linear",1,0.001
10,"gPi","RTR","local","linear",0.168421052631579,0.32
10,"gPi","PIR","local","linear",0.957894736842105,0.001
10,"gPi","RDPI","local","linear",1,0.001
10,"gPi","ESPI","local","linear",0.631578947368421,0.001
10,"gPi","ESPIID","local","linear",0.631578947368421,0.001
10,"gPi","PSI","local","linear",-0.631578947368421,0.001
10,"gPi","RPI","local","linear",1,0.001
10,"gPi","PQ","local","linear",0.631578947368421,0.002
10,"gPi","PR","local","linear",0.631578947368421,0.001
10,"gPi","NRW","local","linear",0.631578947368421,0.001
10,"gPi","ESP","local","linear",1,0.001
10,"gPi","CEV","local","linear",1,0.001
10,"gPi","PFI","local","linear",1,0.001
10,"gPi","APC","local","linear",0.631578947368421,0.001
10,"gPi","SI","local","linear",0.873684210526316,0.001
10,"gPi","RSI","local","linear",-1,0.001
10,"gPi","EVS","local","linear",0.631578947368421,0.001
10,"PPF","PPi","local","linear",0.957894736842105,0.001
10,"PPF","PImd","local","linear",0.957894736842105,0.001
10,"PPF","PILSM","local","linear",0.957894736842105,0.001
10,"PPF","RTR","local","linear",0.210526315789474,0.204
10,"PPF","PIR","local","linear",1,0.001
10,"PPF","RDPI","local","linear",0.957894736842105,0.001
10,"PPF","ESPI","local","linear",0.631578947368421,0.001
10,"PPF","ESPIID","local","linear",0.631578947368421,0.001
10,"PPF","PSI","local","linear",-0.631578947368421,0.001
10,"PPF","RPI","local","linear",0.957894736842105,0.001
10,"PPF","PQ","local","linear",0.631578947368421,0.001
10,"PPF","PR","local","linear",0.631578947368421,0.001
10,"PPF","NRW","local","linear",0.631578947368421,0.001
10,"PPF","ESP","local","linear",0.957894736842105,0.001
10,"PPF","CEV","local","linear",0.957894736842105,0.001
10,"PPF","PFI","local","linear",0.957894736842105,0.001
10,"PPF","APC","local","linear",0.631578947368421,0.001
10,"PPF","SI","local","linear",0.873684210526316,0.001
10,"PPF","RSI","local","linear",-0.957894736842105,0.001
10,"PPF","EVS","local","linear",0.631578947368421,0.001
10,"PPi","PImd","local","linear",1,0.001
10,"PPi","PILSM","local","linear",1,0.001
10,"PPi","RTR","local","linear",0.168421052631579,0.337
10,"PPi","PIR","local","linear",0.957894736842105,0.001
10,"PPi","RDPI","local","linear",1,0.001
10,"PPi","ESPI","local","linear",0.631578947368421,0.001
10,"PPi","ESPIID","local","linear",0.631578947368421,0.001
10,"PPi","PSI","local","linear",-0.631578947368421,0.001
10,"PPi","RPI","local","linear",1,0.001
10,"PPi","PQ","local","linear",0.631578947368421,0.001
10,"PPi","PR","local","linear",0.631578947368421,0.001
10,"PPi","NRW","local","linear",0.631578947368421,0.001
10,"PPi","ESP","local","linear",1,0.001
10,"PPi","CEV","local","linear",1,0.001
10,"PPi","PFI","local","linear",1,0.001
10,"PPi","APC","local","linear",0.631578947368421,0.001
10,"PPi","SI","local","linear",0.873684210526316,0.001
10,"PPi","RSI","local","linear",-1,0.001
10,"PPi","EVS","local","linear",0.631578947368421,0.001
10,"PImd","PILSM","local","linear",1,0.001
10,"PImd","RTR","local","linear",0.168421052631579,0.322
10,"PImd","PIR","local","linear",0.957894736842105,0.001
10,"PImd","RDPI","local","linear",1,0.001
10,"PImd","ESPI","local","linear",0.631578947368421,0.001
10,"PImd","ESPIID","local","linear",0.631578947368421,0.001
10,"PImd","PSI","local","linear",-0.631578947368421,0.001
10,"PImd","RPI","local","linear",1,0.001
10,"PImd","PQ","local","linear",0.631578947368421,0.001
10,"PImd","PR","local","linear",0.631578947368421,0.001
10,"PImd","NRW","local","linear",0.631578947368421,0.001
10,"PImd","ESP","local","linear",1,0.001
10,"PImd","CEV","local","linear",1,0.001
10,"PImd","PFI","local","linear",1,0.001
10,"PImd","APC","local","linear",0.631578947368421,0.001
10,"PImd","SI","local","linear",0.873684210526316,0.001
10,"PImd","RSI","local","linear",-1,0.001
10,"PImd","EVS","local","linear",0.631578947368421,0.001
10,"PILSM","RTR","local","linear",0.168421052631579,0.33
10,"PILSM","PIR","local","linear",0.957894736842105,0.001
10,"PILSM","RDPI","local","linear",1,0.001
10,"PILSM","ESPI","local","linear",0.631578947368421,0.001
10,"PILSM","ESPIID","local","linear",0.631578947368421,0.001
10,"PILSM","PSI","local","linear",-0.631578947368421,0.001
10,"PILSM","RPI","local","linear",1,0.001
10,"PILSM","PQ","local","linear",0.631578947368421,0.001
10,"PILSM","PR","local","linear",0.631578947368421,0.001
10,"PILSM","NRW","local","linear",0.631578947368421,0.001
10,"PILSM","ESP","local","linear",1,0.001
10,"PILSM","CEV","local","linear",1,0.001
10,"PILSM","PFI","local","linear",1,0.001
10,"PILSM","APC","local","linear",0.631578947368421,0.001
10,"PILSM","SI","local","linear",0.873684210526316,0.001
10,"PILSM","RSI","local","linear",-1,0.001
10,"PILSM","EVS","local","linear",0.631578947368421,0.001
10,"RTR","PIR","local","linear",0.210526315789474,0.217
10,"RTR","RDPI","local","linear",0.168421052631579,0.333
10,"RTR","ESPI","local","linear",0.2,0.228
10,"RTR","ESPIID","local","linear",0.2,0.256
10,"RTR","PSI","local","linear",-0.2,0.236
10,"RTR","RPI","local","linear",0.168421052631579,0.326
10,"RTR","PQ","local","linear",0.2,0.244
10,"RTR","PR","local","linear",0.2,0.239
10,"RTR","NRW","local","linear",0.2,0.245
10,"RTR","ESP","local","linear",0.168421052631579,0.339
10,"RTR","CEV","local","linear",0.168421052631579,0.316
10,"RTR","PFI","local","linear",0.168421052631579,0.319
10,"RTR","APC","local","linear",0.2,0.242
10,"RTR","SI","local","linear",0.147368421052632,0.359
10,"RTR","RSI","local","linear",-0.168421052631579,0.299
10,"RTR","EVS","local","linear",0.2,0.239
10,"PIR","RDPI","local","linear",0.957894736842105,0.001
10,"PIR","ESPI","local","linear",0.631578947368421,0.001
10,"PIR","ESPIID","local","linear",0.631578947368421,0.001
10,"PIR","PSI","local","linear",-0.631578947368421,0.001
10,"PIR","RPI","local","linear",0.957894736842105,0.001
10,"PIR","PQ","local","linear",0.631578947368421,0.001
10,"PIR","PR","local","linear",0.631578947368421,0.001
10,"PIR","NRW","local","linear",0.631578947368421,0.001
10,"PIR","ESP","local","linear",0.957894736842105,0.001
10,"PIR","CEV","local","linear",0.957894736842105,0.001
10,"PIR","PFI","local","linear",0.957894736842105,0.001
10,"PIR","APC","local","linear",0.631578947368421,0.001
10,"PIR","SI","local","linear",0.873684210526316,0.001
10,"PIR","RSI","local","linear",-0.957894736842105,0.001
10,"PIR","EVS","local","linear",0.631578947368421,0.001
10,"RDPI","ESPI","local","linear",0.631578947368421,0.001
10,"RDPI","ESPIID","local","linear",0.631578947368421,0.001
10,"RDPI","PSI","local","linear",-0.631578947368421,0.002
10,"RDPI","RPI","local","linear",1,0.001
10,"RDPI","PQ","local","linear",0.631578947368421,0.001
10,"RDPI","PR","local","linear",0.631578947368421,0.001
10,"RDPI","NRW","local","linear",0.631578947368421,0.001
10,"RDPI","ESP","local","linear",1,0.001
10,"RDPI","CEV","local","linear",1,0.001
10,"RDPI","PFI","local","linear",1,0.001
10,"RDPI","APC","local","linear",0.631578947368421,0.001
10,"RDPI","SI","local","linear",0.873684210526316,0.001
10,"RDPI","RSI","local","linear",-1,0.001
10,"RDPI","EVS","local","linear",0.631578947368421,0.001
10,"ESPI","ESPIID","local","linear",1,0.001
10,"ESPI","PSI","local","linear",-1,0.001
10,"ESPI","RPI","local","linear",0.631578947368421,0.001
10,"ESPI","PQ","local","linear",1,0.001
10,"ESPI","PR","local","linear",1,0.001
10,"ESPI","NRW","local","linear",1,0.001
10,"ESPI","ESP","local","linear",0.631578947368421,0.001
10,"ESPI","CEV","local","linear",0.631578947368421,0.001
10,"ESPI","PFI","local","linear",0.631578947368421,0.001
10,"ESPI","APC","local","linear",1,0.001
10,"ESPI","SI","local","linear",0.757894736842105,0.001
10,"ESPI","RSI","local","linear",-0.631578947368421,0.001
10,"ESPI","EVS","local","linear",1,0.001
10,"ESPIID","PSI","local","linear",-1,0.001
10,"ESPIID","RPI","local","linear",0.631578947368421,0.002
10,"ESPIID","PQ","local","linear",1,0.001
10,"ESPIID","PR","local","linear",1,0.001
10,"ESPIID","NRW","local","linear",1,0.001
10,"ESPIID","ESP","local","linear",0.631578947368421,0.001
10,"ESPIID","CEV","local","linear",0.631578947368421,0.001
10,"ESPIID","PFI","local","linear",0.631578947368421,0.001
10,"ESPIID","APC","local","linear",1,0.001
10,"ESPIID","SI","local","linear",0.757894736842105,0.001
10,"ESPIID","RSI","local","linear",-0.631578947368421,0.001
10,"ESPIID","EVS","local","linear",1,0.001
10,"PSI","RPI","local","linear",-0.631578947368421,0.002
10,"PSI","PQ","local","linear",-1,0.001
10,"PSI","PR","local","linear",-1,0.001
10,"PSI","NRW","local","linear",-1,0.001
10,"PSI","ESP","local","linear",-0.631578947368421,0.001
10,"PSI","CEV","local","linear",-0.631578947368421,0.001
10,"PSI","PFI","local","linear",-0.631578947368421,0.001
10,"PSI","APC","local","linear",-1,0.001
10,"PSI","SI","local","linear",-0.757894736842105,0.001
10,"PSI","RSI","local","linear",0.631578947368421,0.001
10,"PSI","EVS","local","linear",-1,0.001
10,"RPI","PQ","local","linear",0.631578947368421,0.001
10,"RPI","PR","local","linear",0.631578947368421,0.001
10,"RPI","NRW","local","linear",0.631578947368421,0.001
10,"RPI","ESP","local","linear",1,0.001
10,"RPI","CEV","local","linear",1,0.001
10,"RPI","PFI","local","linear",1,0.001
10,"RPI","APC","local","linear",0.631578947368421,0.001
10,"RPI","SI","local","linear",0.873684210526316,0.001
10,"RPI","RSI","local","linear",-1,0.001
10,"RPI","EVS","local","linear",0.631578947368421,0.001
10,"PQ","PR","local","linear",1,0.001
10,"PQ","NRW","local","linear",1,0.001
10,"PQ","ESP","local","linear",0.631578947368421,0.001
10,"PQ","CEV","local","linear",0.631578947368421,0.001
10,"PQ","PFI","local","linear",0.631578947368421,0.001
10,"PQ","APC","local","linear",1,0.001
10,"PQ","SI","local","linear",0.757894736842105,0.001
10,"PQ","RSI","local","linear",-0.631578947368421,0.001
10,"PQ","EVS","local","linear",1,0.001
10,"PR","NRW","local","linear",1,0.001
10,"PR","ESP","local","linear",0.631578947368421,0.001
10,"PR","CEV","local","linear",0.631578947368421,0.001
10,"PR","PFI","local","linear",0.631578947368421,0.001
10,"PR","APC","local","linear",1,0.001
10,"PR","SI","local","linear",0.757894736842105,0.001
10,"PR","RSI","local","linear",-0.631578947368421,0.001
10,"PR","EVS","local","linear",1,0.001
10,"NRW","ESP","local","linear",0.631578947368421,0.001
10,"NRW","CEV","local","linear",0.631578947368421,0.001
10,"NRW","PFI","local","linear",0.631578947368421,0.001
10,"NRW","APC","local","linear",1,0.001
10,"NRW","SI","local","linear",0.757894736842105,0.001
10,"NRW","RSI","local","linear",-0.631578947368421,0.002
10,"NRW","EVS","local","linear",1,0.001
10,"ESP","CEV","local","linear",1,0.001
10,"ESP","PFI","local","linear",1,0.001
10,"ESP","APC","local","linear",0.631578947368421,0.001
10,"ESP","SI","local","linear",0.873684210526316,0.001
10,"ESP","RSI","local","linear",-1,0.001
10,"ESP","EVS","local","linear",0.631578947368421,0.001
10,"CEV","PFI","local","linear",1,0.001
10,"CEV","APC","local","linear",0.631578947368421,0.001
10,"CEV","SI","local","linear",0.873684210526316,0.001
10,"CEV","RSI","local","linear",-1,0.001
10,"CEV","EVS","local","linear",0.631578947368421,0.001
10,"PFI","APC","local","linear",0.631578947368421,0.001
10,"PFI","SI","local","linear",0.873684210526316,0.001
10,"PFI","RSI","local","linear",-1,0.001
10,"PFI","EVS","local","linear",0.631578947368421,0.001
10,"APC","SI","local","linear",0.757894736842105,0.001
10,"APC","RSI","local","linear",-0.631578947368421,0.001
10,"APC","EVS","local","linear",1,0.001
10,"SI","RSI","local","linear",-0.873684210526316,0.001
10,"SI","EVS","local","linear",0.757894736842105,0.001
10,"RSI","EVS","local","linear",-0.631578947368421,0.001
10,"CV_t","RN","local","gaussian",0.189473684210526,0.26
10,"CV_t","RNN","local","gaussian",0.389473684210526,0.031
10,"CV_t","D_slope","local","gaussian",0.452631578947368,0.003
10,"CV_t","RC","local","gaussian",1,0.001
10,"CV_t","gPi","local","gaussian",1,0.001
10,"CV_t","PPF","local","gaussian",0.936842105263158,0.001
10,"CV_t","PPi","local","gaussian",0.936842105263158,0.001
10,"CV_t","PImd","local","gaussian",0.936842105263158,0.001
10,"CV_t","PILSM","local","gaussian",0.936842105263158,0.001
10,"CV_t","RTR","local","gaussian",0.147368421052632,0.405
10,"CV_t","PIR","local","gaussian",0.926315789473684,0.001
10,"CV_t","RDPI","local","gaussian",0.957894736842105,0.001
10,"CV_t","ESPI","local","gaussian",0.389473684210526,0.018
10,"CV_t","ESPIID","local","gaussian",0.389473684210526,0.013
10,"CV_t","PSI","local","gaussian",-0.389473684210526,0.024
10,"CV_t","RPI","local","gaussian",0.957894736842105,0.001
10,"CV_t","PQ","local","gaussian",0.389473684210526,0.015
10,"CV_t","PR","local","gaussian",0.389473684210526,0.015
10,"CV_t","NRW","local","gaussian",0.389473684210526,0.014
10,"CV_t","ESP","local","gaussian",1,0.001
10,"CV_t","CEV","local","gaussian",1,0.001
10,"CV_t","PFI","local","gaussian",1,0.001
10,"CV_t","APC","local","gaussian",0.389473684210526,0.023
10,"CV_t","SI","local","gaussian",0.757894736842105,0.001
10,"CV_t","RSI","local","gaussian",-1,0.001
10,"CV_t","EVS","local","gaussian",0.389473684210526,0.013
10,"RN","RNN","local","gaussian",0.0210526315789474,0.937
10,"RN","D_slope","local","gaussian",0.105263157894737,0.534
10,"RN","RC","local","gaussian",0.189473684210526,0.279
10,"RN","gPi","local","gaussian",0.189473684210526,0.266
10,"RN","PPF","local","gaussian",0.252631578947368,0.15
10,"RN","PPi","local","gaussian",0.252631578947368,0.141
10,"RN","PImd","local","gaussian",0.252631578947368,0.101
10,"RN","PILSM","local","gaussian",0.252631578947368,0.126
10,"RN","RTR","local","gaussian",0.726315789473684,0.001
10,"RN","PIR","local","gaussian",0.263157894736842,0.109
10,"RN","RDPI","local","gaussian",0.231578947368421,0.157
10,"RN","ESPI","local","gaussian",0.0210526315789474,0.93
10,"RN","ESPIID","local","gaussian",0.0210526315789474,0.93
10,"RN","PSI","local","gaussian",-0.0210526315789474,0.931
10,"RN","RPI","local","gaussian",0.231578947368421,0.16
10,"RN","PQ","local","gaussian",0.0210526315789474,0.919
10,"RN","PR","local","gaussian",0.0210526315789474,0.921
10,"RN","NRW","local","gaussian",0.0210526315789474,0.924
10,"RN","ESP","local","gaussian",0.189473684210526,0.242
10,"RN","CEV","local","gaussian",0.189473684210526,0.26
10,"RN","PFI","local","gaussian",0.189473684210526,0.261
10,"RN","APC","local","gaussian",0.0210526315789474,0.932
10,"RN","SI","local","gaussian",0.2,0.209
10,"RN","RSI","local","gaussian",-0.189473684210526,0.265
10,"RN","EVS","local","gaussian",0.0210526315789474,0.925
10,"RNN","D_slope","local","gaussian",0.915789473684211,0.001
10,"RNN","RC","local","gaussian",0.389473684210526,0.014
10,"RNN","gPi","local","gaussian",0.389473684210526,0.014
10,"RNN","PPF","local","gaussian",0.410526315789474,0.019
10,"RNN","PPi","local","gaussian",0.410526315789474,0.02
10,"RNN","PImd","local","gaussian",0.410526315789474,0.017
10,"RNN","PILSM","local","gaussian",0.410526315789474,0.01
10,"RNN","RTR","local","gaussian",0.0631578947368421,0.707
10,"RNN","PIR","local","gaussian",0.421052631578947,0.017
10,"RNN","RDPI","local","gaussian",0.410526315789474,0.009
10,"RNN","ESPI","local","gaussian",1,0.001
10,"RNN","ESPIID","local","gaussian",1,0.001
10,"RNN","PSI","local","gaussian",-1,0.001
10,"RNN","RPI","local","gaussian",0.410526315789474,0.013
10,"RNN","PQ","local","gaussian",1,0.001
10,"RNN","PR","local","gaussian",1,0.001
10,"RNN","NRW","local","gaussian",1,0.001
10,"RNN","ESP","local","gaussian",0.389473684210526,0.017
10,"RNN","CEV","local","gaussian",0.389473684210526,0.021
10,"RNN","PFI","local","gaussian",0.389473684210526,0.015
10,"RNN","APC","local","gaussian",1,0.001
10,"RNN","SI","local","gaussian",0.631578947368421,0.001
10,"RNN","RSI","local","gaussian",-0.389473684210526,0.02
10,"RNN","EVS","local","gaussian",1,0.001
10,"D_slope","RC","local","gaussian",0.452631578947368,0.003
10,"D_slope","gPi","local","gaussian",0.452631578947368,0.005
10,"D_slope","PPF","local","gaussian",0.473684210526316,0.005
10,"D_slope","PPi","local","gaussian",0.473684210526316,0.008
10,"D_slope","PImd","local","gaussian",0.473684210526316,0.005
10,"D_slope","PILSM","local","gaussian",0.473684210526316,0.005
10,"D_slope","RTR","local","gaussian",0.147368421052632,0.407
10,"D_slope","PIR","local","gaussian",0.48421052631579,0.003
10,"D_slope","RDPI","local","gaussian",0.473684210526316,0.001
10,"D_slope","ESPI","local","gaussian",0.915789473684211,0.001
10,"D_slope","ESPIID","local","gaussian",0.915789473684211,0.001
10,"D_slope","PSI","local","gaussian",-0.915789473684211,0.001
10,"D_slope","RPI","local","gaussian",0.473684210526316,0.005
10,"D_slope","PQ","local","gaussian",0.915789473684211,0.001
10,"D_slope","PR","local","gaussian",0.915789473684211,0.001
10,"D_slope","NRW","local","gaussian",0.915789473684211,0.001
10,"D_slope","ESP","local","gaussian",0.452631578947368,0.004
10,"D_slope","CEV","local","gaussian",0.452631578947368,0.007
10,"D_slope","PFI","local","gaussian",0.452631578947368,0.005
10,"D_slope","APC","local","gaussian",0.915789473684211,0.001
10,"D_slope","SI","local","gaussian",0.673684210526316,0.001
10,"D_slope","RSI","local","gaussian",-0.452631578947368,0.005
10,"D_slope","EVS","local","gaussian",0.915789473684211,0.001
10,"RC","gPi","local","gaussian",1,0.001
10,"RC","PPF","local","gaussian",0.936842105263158,0.001
10,"RC","PPi","local","gaussian",0.936842105263158,0.001
10,"RC","PImd","local","gaussian",0.936842105263158,0.001
10,"RC","PILSM","local","gaussian",0.936842105263158,0.001
10,"RC","RTR","local","gaussian",0.147368421052632,0.424
10,"RC","PIR","local","gaussian",0.926315789473684,0.001
10,"RC","RDPI","local","gaussian",0.957894736842105,0.001
10,"RC","ESPI","local","gaussian",0.389473684210526,0.021
10,"RC","ESPIID","local","gaussian",0.389473684210526,0.016
10,"RC","PSI","local","gaussian",-0.389473684210526,0.02
10,"RC","RPI","local","gaussian",0.957894736842105,0.001
10,"RC","PQ","local","gaussian",0.389473684210526,0.02
10,"RC","PR","local","gaussian",0.389473684210526,0.017
10,"RC","NRW","local","gaussian",0.389473684210526,0.017
10,"RC","ESP","local","gaussian",1,0.001
10,"RC","CEV","local","gaussian",1,0.001
10,"RC","PFI","local","gaussian",1,0.001
10,"RC","APC","local","gaussian",0.389473684210526,0.019
10,"RC","SI","local","gaussian",0.757894736842105,0.001
10,"RC","RSI","local","gaussian",-1,0.001
10,"RC","EVS","local","gaussian",0.389473684210526,0.018
10,"gPi","PPF","local","gaussian",0.936842105263158,0.001
10,"gPi","PPi","local","gaussian",0.936842105263158,0.001
10,"gPi","PImd","local","gaussian",0.936842105263158,0.001
10,"gPi","PILSM","local","gaussian",0.936842105263158,0.001
10,"gPi","RTR","local","gaussian",0.147368421052632,0.369
10,"gPi","PIR","local","gaussian",0.926315789473684,0.001
10,"gPi","RDPI","local","gaussian",0.957894736842105,0.001
10,"gPi","ESPI","local","gaussian",0.389473684210526,0.015
10,"gPi","ESPIID","local","gaussian",0.389473684210526,0.023
10,"gPi","PSI","local","gaussian",-0.389473684210526,0.021
10,"gPi","RPI","local","gaussian",0.957894736842105,0.001
10,"gPi","PQ","local","gaussian",0.389473684210526,0.017
10,"gPi","PR","local","gaussian",0.389473684210526,0.015
10,"gPi","NRW","local","gaussian",0.389473684210526,0.017
10,"gPi","ESP","local","gaussian",1,0.001
10,"gPi","CEV","local","gaussian",1,0.001
10,"gPi","PFI","local","gaussian",1,0.001
10,"gPi","APC","local","gaussian",0.389473684210526,0.01
10,"gPi","SI","local","gaussian",0.757894736842105,0.001
10,"gPi","RSI","local","gaussian",-1,0.001
10,"gPi","EVS","local","gaussian",0.389473684210526,0.019
10,"PPF","PPi","local","gaussian",1,0.001
10,"PPF","PImd","local","gaussian",1,0.001
10,"PPF","PILSM","local","gaussian",1,0.001
10,"PPF","RTR","local","gaussian",0.210526315789474,0.192
10,"PPF","PIR","local","gaussian",0.989473684210527,0.001
10,"PPF","RDPI","local","gaussian",0.978947368421053,0.001
10,"PPF","ESPI","local","gaussian",0.410526315789474,0.016
10,"PPF","ESPIID","local","gaussian",0.410526315789474,0.01
10,"PPF","PSI","local","gaussian",-0.410526315789474,0.014
10,"PPF","RPI","local","gaussian",0.978947368421053,0.001
10,"PPF","PQ","local","gaussian",0.410526315789474,0.007
10,"PPF","PR","local","gaussian",0.410526315789474,0.013
10,"PPF","NRW","local","gaussian",0.410526315789474,0.008
10,"PPF","ESP","local","gaussian",0.936842105263158,0.001
10,"PPF","CEV","local","gaussian",0.936842105263158,0.001
