"resolution","score_i","score_j","analysis","genotype_form","correlation","p_value"
10,"PIR","RPI","local","sinusoidal",0.768421052631579,0.001
10,"PIR","PQ","local","sinusoidal",0.347368421052632,0.035
10,"PIR","PR","local","sinusoidal",0.347368421052632,0.035
10,"PIR","NRW","local","sinusoidal",0.347368421052632,0.035
10,"PIR","ESP","local","sinusoidal",0.8,0.001
10,"PIR","CEV","local","sinusoidal",0.8,0.001
10,"PIR","PFI","local","sinusoidal",0.8,0.001
10,"PIR","APC","local","sinusoidal",0.347368421052632,0.039
10,"PIR","SI","local","sinusoidal",0.610526315789474,0.001
10,"PIR","RSI","local","sinusoidal",-0.8,0.001
10,"PIR","EVS","local","sinusoidal",0.347368421052632,0.033
10,"RDPI","ESPI","local","sinusoidal",0.389473684210526,0.016
10,"RDPI","ESPIID","local","sinusoidal",0.389473684210526,0.016
10,"RDPI","PSI","local","sinusoidal",-0.389473684210526,0.02
10,"RDPI","RPI","local","sinusoidal",1,0.001
10,"RDPI","PQ","local","sinusoidal",0.389473684210526,0.01
10,"RDPI","PR","local","sinusoidal",0.389473684210526,0.014
10,"RDPI","NRW","local","sinusoidal",0.389473684210526,0.016
10,"RDPI","ESP","local","sinusoidal",0.968421052631579,0.001
10,"RDPI","CEV","local","sinusoidal",0.968421052631579,0.001
10,"RDPI","PFI","local","sinusoidal",0.968421052631579,0.001
10,"RDPI","APC","local","sinusoidal",0.389473684210526,0.016
10,"RDPI","SI","local","sinusoidal",0.694736842105263,0.001
10,"RDPI","RSI","local","sinusoidal",-0.968421052631579,0.001
10,"RDPI","EVS","local","sinusoidal",0.389473684210526,0.008
10,"ESPI","ESPIID","local","sinusoidal",1,0.001
10,"ESPI","PSI","local","sinusoidal",-1,0.001
10,"ESPI","RPI","local","sinusoidal",0.389473684210526,0.012
10,"ESPI","PQ","local","sinusoidal",1,0.001
10,"ESPI","PR","local","sinusoidal",1,0.001
10,"ESPI","NRW","local","sinusoidal",1,0.001
10,"ESPI","ESP","local","sinusoidal",0.4,0.023
10,"ESPI","CEV","local","sinusoidal",0.4,0.014
10,"ESPI","PFI","local","sinusoidal",0.4,0.017
10,"ESPI","APC","local","sinusoidal",1,0.001
10,"ESPI","SI","local","sinusoidal",0.694736842105263,0.001
10,"ESPI","RSI","local","sinusoidal",-0.4,0.014
10,"ESPI","EVS","local","sinusoidal",1,0.001
10,"ESPIID","PSI","local","sinusoidal",-1,0.001
10,"ESPIID","RPI","local","sinusoidal",0.389473684210526,0.019
10,"ESPIID","PQ","local","sinusoidal",1,0.001
10,"ESPIID","PR","local","sinusoidal",1,0.001
10,"ESPIID","NRW","local","sinusoidal",1,0.001
10,"ESPIID","ESP","local","sinusoidal",0.4,0.018
10,"ESPIID","CEV","local","sinusoidal",0.4,0.007
10,"ESPIID","PFI","local","sinusoidal",0.4,0.017
10,"ESPIID","APC","local","sinusoidal",1,0.001
10,"ESPIID","SI","local","sinusoidal",0.694736842105263,0.001
10,"ESPIID","RSI","local","sinusoidal",-0.4,0.009
10,"ESPIID","EVS","local","sinusoidal",1,0.001
10,"PSI","RPI","local","sinusoidal",-0.389473684210526,0.015
10,"PSI","PQ","local","sinusoidal",-1,0.001
10,"PSI","PR","local","sinusoidal",-1,0.001
10,"PSI","NRW","local","sinusoidal",-1,0.001
10,"PSI","ESP","local","sinusoidal",-0.4,0.013
10,"PSI","CEV","local","sinusoidal",-0.4,0.011
10,"PSI","PFI","local","sinusoidal",-0.4,0.011
10,"PSI","APC","local","sinusoidal",-1,0.001
10,"PSI","SI","local","sinusoidal",-0.694736842105263,0.001
10,"PSI","RSI","local","sinusoidal",0.4,0.015
10,"PSI","EVS","local","sinusoidal",-1,0.001
10,"RPI","PQ","local","sinusoidal",0.389473684210526,0.017
10,"RPI","PR","local","sinusoidal",0.389473684210526,0.024
10,"RPI","NRW","local","sinusoidal",0.389473684210526,0.018
10,"RPI","ESP","local","sinusoidal",0.968421052631579,0.001
10,"RPI","CEV","local","sinusoidal",0.968421052631579,0.001
10,"RPI","PFI","local","sinusoidal",0.968421052631579,0.001
10,"RPI","APC","local","sinusoidal",0.389473684210526,0.023
10,"RPI","SI","local","sinusoidal",0.694736842105263,0.001
10,"RPI","RSI","local","sinusoidal",-0.968421052631579,0.001
10,"RPI","EVS","local","sinusoidal",0.389473684210526,0.021
10,"PQ","PR","local","sinusoidal",1,0.001
10,"PQ","NRW","local","sinusoidal",1,0.001
10,"PQ","ESP","local","sinusoidal",0.4,0.017
10,"PQ","CEV","local","sinusoidal",0.4,0.013
10,"PQ","PFI","local","sinusoidal",0.4,0.014
10,"PQ","APC","local","sinusoidal",1,0.001
10,"PQ","SI","local","sinusoidal",0.694736842105263,0.001
10,"PQ","RSI","local","sinusoidal",-0.4,0.015
10,"PQ","EVS","local","sinusoidal",1,0.001
10,"PR","NRW","local","sinusoidal",1,0.001
10,"PR","ESP","local","sinusoidal",0.4,0.013
10,"PR","CEV","local","sinusoidal",0.4,0.007
10,"PR","PFI","local","sinusoidal",0.4,0.011
10,"PR","APC","local","sinusoidal",1,0.001
10,"PR","SI","local","sinusoidal",0.694736842105263,0.001
10,"PR","RSI","local","sinusoidal",-0.4,0.016
10,"PR","EVS","local","sinusoidal",1,0.001
10,"NRW","ESP","local","sinusoidal",0.4,0.01
10,"NRW","CEV","local","sinusoidal",0.4,0.01
10,"NRW","PFI","local","sinusoidal",0.4,0.016
10,"NRW","APC","local","sinusoidal",1,0.001
10,"NRW","SI","local","sinusoidal",0.694736842105263,0.001
10,"NRW","RSI","local","sinusoidal",-0.4,0.012
10,"NRW","EVS","local","sinusoidal",1,0.001
10,"ESP","CEV","local","sinusoidal",1,0.001
10,"ESP","PFI","local","sinusoidal",1,0.001
10,"ESP","APC","local","sinusoidal",0.4,0.015
10,"ESP","SI","local","sinusoidal",0.705263157894737,0.001
10,"ESP","RSI","local","sinusoidal",-1,0.001
10,"ESP","EVS","local","sinusoidal",0.4,0.015
10,"CEV","PFI","local","sinusoidal",1,0.001
10,"CEV","APC","local","sinusoidal",0.4,0.014
10,"CEV","SI","local","sinusoidal",0.705263157894737,0.001
10,"CEV","RSI","local","sinusoidal",-1,0.001
10,"CEV","EVS","local","sinusoidal",0.4,0.013
10,"PFI","APC","local","sinusoidal",0.4,0.017
10,"PFI","SI","local","sinusoidal",0.705263157894737,0.001
10,"PFI","RSI","local","sinusoidal",-1,0.001
10,"PFI","EVS","local","sinusoidal",0.4,0.013
10,"APC","SI","local","sinusoidal",0.694736842105263,0.001
10,"APC","RSI","local","sinusoidal",-0.4,0.01
10,"APC","EVS","local","sinusoidal",1,0.001
10,"SI","RSI","local","sinusoidal",-0.705263157894737,0.001
10,"SI","EVS","local","sinusoidal",0.694736842105263,0.001
10,"RSI","EVS","local","sinusoidal",-0.4,0.011
10,"CV_t","RN","local","wave",-0.0526315789473684,0.794
10,"CV_t","RNN","local","wave",0.305263157894737,0.062
10,"CV_t","D_slope","local","wave",0.357894736842105,0.029
10,"CV_t","RC","local","wave",1,0.001
10,"CV_t","gPi","local","wave",1,0.001
10,"CV_t","PPF","local","wave",0.894736842105263,0.001
10,"CV_t","PPi","local","wave",0.842105263157895,0.001
10,"CV_t","PImd","local","wave",0.842105263157895,0.001
10,"CV_t","PILSM","local","wave",0.842105263157895,0.001
10,"CV_t","RTR","local","wave",0,1
10,"CV_t","PIR","local","wave",0.8,0.001
10,"CV_t","RDPI","local","wave",0.88421052631579,0.001
10,"CV_t","ESPI","local","wave",0.305263157894737,0.057
10,"CV_t","ESPIID","local","wave",0.305263157894737,0.061
10,"CV_t","PSI","local","wave",-0.305263157894737,0.065
10,"CV_t","RPI","local","wave",0.88421052631579,0.001
10,"CV_t","PQ","local","wave",0.305263157894737,0.071
10,"CV_t","PR","local","wave",0.305263157894737,0.07
10,"CV_t","NRW","local","wave",0.305263157894737,0.056
10,"CV_t","ESP","local","wave",1,0.001
10,"CV_t","CEV","local","wave",1,0.001
10,"CV_t","PFI","local","wave",1,0.001
10,"CV_t","APC","local","wave",0.305263157894737,0.052
10,"CV_t","SI","local","wave",0.736842105263158,0.001
10,"CV_t","RSI","local","wave",-1,0.001
10,"CV_t","EVS","local","wave",0.305263157894737,0.067
10,"RN","RNN","local","wave",-0.0105263157894737,0.978
10,"RN","D_slope","local","wave",-0.168421052631579,0.31
10,"RN","RC","local","wave",-0.0526315789473684,0.761
10,"RN","gPi","local","wave",-0.0526315789473684,0.766
10,"RN","PPF","local","wave",-0.157894736842105,0.358
10,"RN","PPi","local","wave",-0.210526315789474,0.203
10,"RN","PImd","local","wave",-0.210526315789474,0.22
10,"RN","PILSM","local","wave",-0.210526315789474,0.215
10,"RN","RTR","local","wave",-0.673684210526316,0.001
10,"RN","PIR","local","wave",-0.252631578947368,0.132
10,"RN","RDPI","local","wave",-0.168421052631579,0.316
10,"RN","ESPI","local","wave",-0.0105263157894737,0.973
10,"RN","ESPIID","local","wave",-0.0105263157894737,0.976
10,"RN","PSI","local","wave",0.0105263157894737,0.978
10,"RN","RPI","local","wave",-0.168421052631579,0.312
10,"RN","PQ","local","wave",-0.0105263157894737,0.977
10,"RN","PR","local","wave",-0.0105263157894737,0.968
10,"RN","NRW","local","wave",-0.0105263157894737,0.97
10,"RN","ESP","local","wave",-0.0526315789473684,0.766
10,"RN","CEV","local","wave",-0.0526315789473684,0.783
10,"RN","PFI","local","wave",-0.0526315789473684,0.744
10,"RN","APC","local","wave",-0.0105263157894737,0.974
10,"RN","SI","local","wave",-0.0631578947368421,0.72
10,"RN","RSI","local","wave",0.0526315789473684,0.756
10,"RN","EVS","local","wave",-0.0105263157894737,0.976
10,"RNN","D_slope","local","wave",0.842105263157895,0.001
10,"RNN","RC","local","wave",0.305263157894737,0.071
10,"RNN","gPi","local","wave",0.305263157894737,0.074
10,"RNN","PPF","local","wave",0.305263157894737,0.065
10,"RNN","PPi","local","wave",0.315789473684211,0.065
10,"RNN","PImd","local","wave",0.315789473684211,0.057
10,"RNN","PILSM","local","wave",0.315789473684211,0.053
10,"RNN","RTR","local","wave",0.0631578947368421,0.745
10,"RNN","PIR","local","wave",0.315789473684211,0.052
10,"RNN","RDPI","local","wave",0.294736842105263,0.076
10,"RNN","ESPI","local","wave",1,0.001
10,"RNN","ESPIID","local","wave",1,0.001
10,"RNN","PSI","local","wave",-1,0.001
10,"RNN","RPI","local","wave",0.294736842105263,0.064
10,"RNN","PQ","local","wave",1,0.001
10,"RNN","PR","local","wave",1,0.001
10,"RNN","NRW","local","wave",1,0.001
10,"RNN","ESP","local","wave",0.305263157894737,0.074
10,"RNN","CEV","local","wave",0.305263157894737,0.054
10,"RNN","PFI","local","wave",0.305263157894737,0.062
10,"RNN","APC","local","wave",1,0.001
10,"RNN","SI","local","wave",0.568421052631579,0.001
10,"RNN","RSI","local","wave",-0.305263157894737,0.07
10,"RNN","EVS","local","wave",1,0.001
10,"D_slope","RC","local","wave",0.357894736842105,0.029
10,"D_slope","gPi","local","wave",0.357894736842105,0.031
10,"D_slope","PPF","local","wave",0.4,0.012
10,"D_slope","PPi","local","wave",0.431578947368421,0.01
10,"D_slope","PImd","local","wave",0.431578947368421,0.005
10,"D_slope","PILSM","local","wave",0.431578947368421,0.009
10,"D_slope","RTR","local","wave",0.221052631578947,0.205
10,"D_slope","PIR","local","wave",0.452631578947368,0.008
10,"D_slope","RDPI","local","wave",0.410526315789474,0.017
10,"D_slope","ESPI","local","wave",0.842105263157895,0.001
10,"D_slope","ESPIID","local","wave",0.842105263157895,0.001
10,"D_slope","PSI","local","wave",-0.842105263157895,0.001
10,"D_slope","RPI","local","wave",0.410526315789474,0.012
10,"D_slope","PQ","local","wave",0.842105263157895,0.001
10,"D_slope","PR","local","wave",0.842105263157895,0.001
10,"D_slope","NRW","local","wave",0.842105263157895,0.001
10,"D_slope","ESP","local","wave",0.357894736842105,0.027
10,"D_slope","CEV","local","wave",0.357894736842105,0.031
10,"D_slope","PFI","local","wave",0.357894736842105,0.037
10,"D_slope","APC","local","wave",0.842105263157895,0.001
10,"D_slope","SI","local","wave",0.6,0.001
10,"D_slope","RSI","local","wave",-0.357894736842105,0.033
10,"D_slope","EVS","local","wave",0.842105263157895,0.001
10,"RC","gPi","local","wave",1,0.001
10,"RC","PPF","local","wave",0.894736842105263,0.001
10,"RC","PPi","local","wave",0.842105263157895,0.001
10,"RC","PImd","local","wave",0.842105263157895,0.001
10,"RC","PILSM","local","wave",0.842105263157895,0.001
10,"RC","RTR","local","wave",0,1
10,"RC","PIR","local","wave",0.8,0.001
10,"RC","RDPI","local","wave",0.88421052631579,0.001
10,"RC","ESPI","local","wave",0.305263157894737,0.067
10,"RC","ESPIID","local","wave",0.305263157894737,0.068
10,"RC","PSI","local","wave",-0.305263157894737,0.07
10,"RC","RPI","local","wave",0.88421052631579,0.001
10,"RC","PQ","local","wave",0.305263157894737,0.065
10,"RC","PR","local","wave",0.305263157894737,0.072
10,"RC","NRW","local","wave",0.305263157894737,0.075
10,"RC","ESP","local","wave",1,0.001
10,"RC","CEV","local","wave",1,0.001
10,"RC","PFI","local","wave",1,0.001
10,"RC","APC","local","wave",0.305263157894737,0.053
10,"RC","SI","local","wave",0.736842105263158,0.001
10,"RC","RSI","local","wave",-1,0.001
10,"RC","EVS","local","wave",0.305263157894737,0.051
10,"gPi","PPF","local","wave",0.894736842105263,0.001
10,"gPi","PPi","local","wave",0.842105263157895,0.001
10,"gPi","PImd","local","wave",0.842105263157895,0.001
10,"gPi","PILSM","local","wave",0.842105263157895,0.001
10,"gPi","RTR","local","wave",0,1
10,"gPi","PIR","local","wave",0.8,0.001
10,"gPi","RDPI","local","wave",0.88421052631579,0.001
10,"gPi","ESPI","local","wave",0.305263157894737,0.065
10,"gPi","ESPIID","local","wave",0.305263157894737,0.067
10,"gPi","PSI","local","wave",-0.305263157894737,0.069
10,"gPi","RPI","local","wave",0.88421052631579,0.001
10,"gPi","PQ","local","wave",0.305263157894737,0.056
10,"gPi","PR","local","wave",0.305263157894737,0.07
10,"gPi","NRW","local","wave",0.305263157894737,0.063
10,"gPi","ESP","local","wave",1,0.001
10,"gPi","CEV","local","wave",1,0.001
10,"gPi","PFI","local","wave",1,0.001
10,"gPi","APC","local","wave",0.305263157894737,0.086
10,"gPi","SI","local","wave",0.736842105263158,0.001
10,"gPi","RSI","local","wave",-1,0.001
10,"gPi","EVS","local","wave",0.305263157894737,0.048
10,"PPF","PPi","local","wave",0.947368421052632,0.001
10,"PPF","PImd","local","wave",0.947368421052632,0.001
10,"PPF","PILSM","local","wave",0.947368421052632,0.001
10,"PPF","RTR","local","wave",0.105263157894737,0.547
10,"PPF","PIR","local","wave",0.905263157894737,0.001
10,"PPF","RDPI","local","wave",0.989473684210527,0.001
10,"PPF","ESPI","local","wave",0.305263157894737,0.06
10,"PPF","ESPIID","local","wave",0.305263157894737,0.064
10,"PPF","PSI","local","wave",-0.305263157894737,0.058
10,"PPF","RPI","local","wave",0.989473684210527,0.001
10,"PPF","PQ","local","wave",0.305263157894737,0.065
10,"PPF","PR","local","wave",0.305263157894737,0.066
10,"PPF","NRW","local","wave",0.305263157894737,0.066
10,"PPF","ESP","local","wave",0.894736842105263,0.001
10,"PPF","CEV","local","wave",0.894736842105263,0.001
10,"PPF","PFI","local","wave",0.894736842105263,0.001
10,"PPF","APC","local","wave",0.305263157894737,0.065
10,"PPF","SI","local","wave",0.715789473684211,0.001
10,"PPF","RSI","local","wave",-0.894736842105263,0.001
10,"PPF","EVS","local","wave",0.305263157894737,0.061
10,"PPi","PImd","local","wave",1,0.001
10,"PPi","PILSM","local","wave",1,0.001
10,"PPi","RTR","local","wave",0.157894736842105,0.362
10,"PPi","PIR","local","wave",0.957894736842105,0.001
10,"PPi","RDPI","local","wave",0.957894736842105,0.001
10,"PPi","ESPI","local","wave",0.315789473684211,0.066
10,"PPi","ESPIID","local","wave",0.315789473684211,0.049
10,"PPi","PSI","local","wave",-0.315789473684211,0.062
10,"PPi","RPI","local","wave",0.957894736842105,0.001
10,"PPi","PQ","local","wave",0.315789473684211,0.058
10,"PPi","PR","local","wave",0.315789473684211,0.039
10,"PPi","NRW","local","wave",0.315789473684211,0.05
10,"PPi","ESP","local","wave",0.842105263157895,0.001
10,"PPi","CEV","local","wave",0.842105263157895,0.001
10,"PPi","PFI","local","wave",0.842105263157895,0.001
10,"PPi","APC","local","wave",0.315789473684211,0.06
10,"PPi","SI","local","wave",0.68421052631579,0.001
10,"PPi","RSI","local","wave",-0.842105263157895,0.001
10,"PPi","EVS","local","wave",0.315789473684211,0.05
10,"PImd","PILSM","local","wave",1,0.001
10,"PImd","RTR","local","wave",0.157894736842105,0.377
10,"PImd","PIR","local","wave",0.957894736842105,0.001
10,"PImd","RDPI","local","wave",0.957894736842105,0.001
10,"PImd","ESPI","local","wave",0.315789473684211,0.048
10,"PImd","ESPIID","local","wave",0.315789473684211,0.057
10,"PImd","PSI","local","wave",-0.315789473684211,0.056
10,"PImd","RPI","local","wave",0.957894736842105,0.001
10,"PImd","PQ","local","wave",0.315789473684211,0.065
10,"PImd","PR","local","wave",0.315789473684211,0.063
10,"PImd","NRW","local","wave",0.315789473684211,0.055
10,"PImd","ESP","local","wave",0.842105263157895,0.001
10,"PImd","CEV","local","wave",0.842105263157895,0.001
10,"PImd","PFI","local","wave",0.842105263157895,0.001
10,"PImd","APC","local","wave",0.315789473684211,0.051
10,"PImd","SI","local","wave",0.68421052631579,0.001
10,"PImd","RSI","local","wave",-0.842105263157895,0.001
10,"PImd","EVS","local","wave",0.315789473684211,0.043
10,"PILSM","RTR","local","wave",0.157894736842105,0.345
10,"PILSM","PIR","local","wave",0.957894736842105,0.001
10,"PILSM","RDPI","local","wave",0.957894736842105,0.001
10,"PILSM","ESPI","local","wave",0.315789473684211,0.052
10,"PILSM","ESPIID","local","wave",0.315789473684211,0.051
10,"PILSM","PSI","local","wave",-0.315789473684211,0.07
10,"PILSM","RPI","local","wave",0.957894736842105,0.001
10,"PILSM","PQ","local","wave",0.315789473684211,0.072
10,"PILSM","PR","local","wave",0.315789473684211,0.051
10,"PILSM","NRW","local","wave",0.315789473684211,0.061
10,"PILSM","ESP","local","wave",0.842105263157895,0.001
10,"PILSM","CEV","local","wave",0.842105263157895,0.001
10,"PILSM","PFI","local","wave",0.842105263157895,0.001
10,"PILSM","APC","local","wave",0.315789473684211,0.066
10,"PILSM","SI","local","wave",0.68421052631579,0.001
10,"PILSM","RSI","local","wave",-0.842105263157895,0.001
10,"PILSM","EVS","local","wave",0.315789473684211,0.049
10,"RTR","PIR","local","wave",0.2,0.234
10,"RTR","RDPI","local","wave",0.115789473684211,0.516
10,"RTR","ESPI","local","wave",0.0631578947368421,0.71
10,"RTR","ESPIID","local","wave",0.0631578947368421,0.716
10,"RTR","PSI","local","wave",-0.0631578947368421,0.722
10,"RTR","RPI","local","wave",0.115789473684211,0.512
10,"RTR","PQ","local","wave",0.0631578947368421,0.728
10,"RTR","PR","local","wave",0.0631578947368421,0.727
10,"RTR","NRW","local","wave",0.0631578947368421,0.73
10,"RTR","ESP","local","wave",0,1
10,"RTR","CEV","local","wave",0,1
10,"RTR","PFI","local","wave",0,1
10,"RTR","APC","local","wave",0.0631578947368421,0.741
10,"RTR","SI","local","wave",-0.0315789473684211,0.845
10,"RTR","RSI","local","wave",0,1
10,"RTR","EVS","local","wave",0.0631578947368421,0.707
10,"PIR","RDPI","local","wave",0.915789473684211,0.001
10,"PIR","ESPI","local","wave",0.315789473684211,0.066
10,"PIR","ESPIID","local","wave",0.315789473684211,0.051
10,"PIR","PSI","local","wave",-0.315789473684211,0.051
10,"PIR","RPI","local","wave",0.915789473684211,0.001
10,"PIR","PQ","local","wave",0.315789473684211,0.054
10,"PIR","PR","local","wave",0.315789473684211,0.052
10,"PIR","NRW","local","wave",0.315789473684211,0.05
10,"PIR","ESP","local","wave",0.8,0.001
10,"PIR","CEV","local","wave",0.8,0.001
10,"PIR","PFI","local","wave",0.8,0.001
10,"PIR","APC","local","wave",0.315789473684211,0.039
10,"PIR","SI","local","wave",0.642105263157895,0.001
10,"PIR","RSI","local","wave",-0.8,0.001
10,"PIR","EVS","local","wave",0.315789473684211,0.056
10,"RDPI","ESPI","local","wave",0.294736842105263,0.06
10,"RDPI","ESPIID","local","wave",0.294736842105263,0.073
10,"RDPI","PSI","local","wave",-0.294736842105263,0.082
10,"RDPI","RPI","local","wave",1,0.001
10,"RDPI","PQ","local","wave",0.294736842105263,0.081
10,"RDPI","PR","local","wave",0.294736842105263,0.089
10,"RDPI","NRW","local","wave",0.294736842105263,0.07
10,"RDPI","ESP","local","wave",0.88421052631579,0.001
10,"RDPI","CEV","local","wave",0.88421052631579,0.001
10,"RDPI","PFI","local","wave",0.88421052631579,0.001
10,"RDPI","APC","local","wave",0.294736842105263,0.069
10,"RDPI","SI","local","wave",0.705263157894737,0.001
10,"RDPI","RSI","local","wave",-0.88421052631579,0.001
10,"RDPI","EVS","local","wave",0.294736842105263,0.069
10,"ESPI","ESPIID","local","wave",1,0.001
10,"ESPI","PSI","local","wave",-1,0.001
10,"ESPI","RPI","local","wave",0.294736842105263,0.074
10,"ESPI","PQ","local","wave",1,0.001
10,"ESPI","PR","local","wave",1,0.001
10,"ESPI","NRW","local","wave",1,0.001
10,"ESPI","ESP","local","wave",0.305263157894737,0.069
10,"ESPI","CEV","local","wave",0.305263157894737,0.066
10,"ESPI","PFI","local","wave",0.305263157894737,0.067
10,"ESPI","APC","local","wave",1,0.001
10,"ESPI","SI","local","wave",0.568421052631579,0.001
10,"ESPI","RSI","local","wave",-0.305263157894737,0.066
10,"ESPI","EVS","local","wave",1,0.001
10,"ESPIID","PSI","local","wave",-1,0.001
10,"ESPIID","RPI","local","wave",0.294736842105263,0.083
10,"ESPIID","PQ","local","wave",1,0.001
10,"ESPIID","PR","local","wave",1,0.001
10,"ESPIID","NRW","local","wave",1,0.001
10,"ESPIID","ESP","local","wave",0.305263157894737,0.063
10,"ESPIID","CEV","local","wave",0.305263157894737,0.062
10,"ESPIID","PFI","local","wave",0.305263157894737,0.063
10,"ESPIID","APC","local","wave",1,0.001
10,"ESPIID","SI","local","wave",0.568421052631579,0.001
10,"ESPIID","RSI","local","wave",-0.305263157894737,0.048
10,"ESPIID","EVS","local","wave",1,0.001
10,"PSI","RPI","local","wave",-0.294736842105263,0.082
10,"PSI","PQ","local","wave",-1,0.001
10,"PSI","PR","local","wave",-1,0.001
10,"PSI","NRW","local","wave",-1,0.001
10,"PSI","ESP","local","wave",-0.305263157894737,0.07
10,"PSI","CEV","local","wave",-0.305263157894737,0.059
10,"PSI","PFI","local","wave",-0.305263157894737,0.065
10,"PSI","APC","local","wave",-1,0.001
10,"PSI","SI","local","wave",-0.568421052631579,0.001
10,"PSI","RSI","local","wave",0.305263157894737,0.063
10,"PSI","EVS","local","wave",-1,0.001
10,"RPI","PQ","local","wave",0.294736842105263,0.068
10,"RPI","PR","local","wave",0.294736842105263,0.09
10,"RPI","NRW","local","wave",0.294736842105263,0.076
10,"RPI","ESP","local","wave",0.88421052631579,0.001
10,"RPI","CEV","local","wave",0.88421052631579,0.001
10,"RPI","PFI","local","wave",0.88421052631579,0.001
10,"RPI","APC","local","wave",0.294736842105263,0.08
10,"RPI","SI","local","wave",0.705263157894737,0.001
10,"RPI","RSI","local","wave",-0.88421052631579,0.001
10,"RPI","EVS","local","wave",0.294736842105263,0.08
10,"PQ","PR","local","wave",1,0.001
10,"PQ","NRW","local","wave",1,0.001
10,"PQ","ESP","local","wave",0.305263157894737,0.072
10,"PQ","CEV","local","wave",0.305263157894737,0.068
10,"PQ","PFI","local","wave",0.305263157894737,0.065
10,"PQ","APC","local","wave",1,0.001
10,"PQ","SI","local","wave",0.568421052631579,0.001
10,"PQ","RSI","local","wave",-0.305263157894737,0.055
10,"PQ","EVS","local","wave",1,0.001
10,"PR","NRW","local","wave",1,0.001
10,"PR","ESP","local","wave",0.305263157894737,0.059
10,"PR","CEV","local","wave",0.305263157894737,0.062
10,"PR","PFI","local","wave",0.305263157894737,0.065
10,"PR","APC","local","wave",1,0.001
10,"PR","SI","local","wave",0.568421052631579,0.001
10,"PR","RSI","local","wave",-0.305263157894737,0.071
10,"PR","EVS","local","wave",1,0.001
10,"NRW","ESP","local","wave",0.305263157894737,0.056
10,"NRW","CEV","local","wave",0.305263157894737,0.079
10,"NRW","PFI","local","wave",0.305263157894737,0.053
10,"NRW","APC","local","wave",1,0.001
10,"NRW","SI","local","wave",0.568421052631579,0.002
10,"NRW","RSI","local","wave",-0.305263157894737,0.076
10,"NRW","EVS","local","wave",1,0.001
10,"ESP","CEV","local","wave",1,0.001
10,"ESP","PFI","local","wave",1,0.001
10,"ESP","APC","local","wave",0.305263157894737,0.072
10,"ESP","SI","local","wave",0.736842105263158,0.001
10,"ESP","RSI","local","wave",-1,0.001
10,"ESP","EVS","local","wave",0.305263157894737,0.076
10,"CEV","PFI","local","wave",1,0.001
10,"CEV","APC","local","wave",0.305263157894737,0.058
10,"CEV","SI","local","wave",0.736842105263158,0.001
10,"CEV","RSI","local","wave",-1,0.001
10,"CEV","EVS","local","wave",0.305263157894737,0.079
10,"PFI","APC","local","wave",0.305263157894737,0.067
10,"PFI","SI","local","wave",0.736842105263158,0.001
10,"PFI","RSI","local","wave",-1,0.001
10,"PFI","EVS","local","wave",0.305263157894737,0.076
10,"APC","SI","local","wave",0.568421052631579,0.001
10,"APC","RSI","local","wave",-0.305263157894737,0.072
10,"APC","EVS","local","wave",1,0.001
10,"SI","RSI","local","wave",-0.736842105263158,0.001
10,"SI","EVS","local","wave",0.568421052631579,0.001
10,"RSI","EVS","local","wave",-0.305263157894737,0.065
