tag,score_i,score_j,k,overlap,overlap_frac
full_res10,PIR,ESPI,10,4,0.4
full_res10,PIR,ESPI,15,5,0.3333333333333333
full_res10,PIR,ESPI,20,8,0.4
full_res10,PIR,ESPIID,3,0,0
full_res10,PIR,ESPIID,5,1,0.2
full_res10,PIR,ESPIID,10,3,0.3
full_res10,PIR,ESPIID,15,5,0.3333333333333333
full_res10,PIR,ESPIID,20,9,0.45
full_res10,PIR,PSI,3,0,0
full_res10,PIR,PSI,5,0,0
full_res10,PIR,PSI,10,1,0.1
full_res10,PIR,PSI,15,2,0.13333333333333333
full_res10,PIR,PSI,20,7,0.35
full_res10,PIR,RPI,3,2,0.6666666666666666
full_res10,PIR,RPI,5,3,0.6
full_res10,PIR,RPI,10,7,0.7
full_res10,PIR,RPI,15,10,0.6666666666666666
full_res10,PIR,RPI,20,17,0.85
full_res10,PIR,PQ,3,0,0
full_res10,PIR,PQ,5,0,0
full_res10,PIR,PQ,10,4,0.4
full_res10,PIR,PQ,15,5,0.3333333333333333
full_res10,PIR,PQ,20,8,0.4
full_res10,PIR,PR,3,0,0
full_res10,PIR,PR,5,0,0
full_res10,PIR,PR,10,4,0.4
full_res10,PIR,PR,15,5,0.3333333333333333
full_res10,PIR,PR,20,8,0.4
full_res10,PIR,NRW,3,0,0
full_res10,PIR,NRW,5,0,0
full_res10,PIR,NRW,10,4,0.4
full_res10,PIR,NRW,15,5,0.3333333333333333
full_res10,PIR,NRW,20,8,0.4
full_res10,PIR,ESP,3,2,0.6666666666666666
full_res10,PIR,ESP,5,3,0.6
full_res10,PIR,ESP,10,6,0.6
full_res10,PIR,ESP,15,9,0.6
full_res10,PIR,ESP,20,16,0.8
full_res10,PIR,CEV,3,2,0.6666666666666666
full_res10,PIR,CEV,5,3,0.6
full_res10,PIR,CEV,10,7,0.7
full_res10,PIR,CEV,15,9,0.6
full_res10,PIR,CEV,20,16,0.8
full_res10,PIR,PFI,3,0,0
full_res10,PIR,PFI,5,2,0.4
full_res10,PIR,PFI,10,5,0.5
full_res10,PIR,PFI,15,6,0.4
full_res10,PIR,PFI,20,14,0.7
full_res10,PIR,APC,3,0,0
full_res10,PIR,APC,5,1,0.2
full_res10,PIR,APC,10,2,0.2
full_res10,PIR,APC,15,4,0.26666666666666666
full_res10,PIR,APC,20,9,0.45
full_res10,PIR,SI,3,1,0.3333333333333333
full_res10,PIR,SI,5,2,0.4
full_res10,PIR,SI,10,5,0.5
full_res10,PIR,SI,15,7,0.4666666666666667
full_res10,PIR,SI,20,13,0.65
full_res10,PIR,RSI,3,0,0
full_res10,PIR,RSI,5,0,0
full_res10,PIR,RSI,10,0,0
full_res10,PIR,RSI,15,0,0
full_res10,PIR,RSI,20,0,0
full_res10,PIR,EVS,3,0,0
full_res10,PIR,EVS,5,0,0
full_res10,PIR,EVS,10,3,0.3
full_res10,PIR,EVS,15,5,0.3333333333333333
full_res10,PIR,EVS,20,9,0.45
full_res10,RDPI,ESPI,3,1,0.3333333333333333
full_res10,RDPI,ESPI,5,1,0.2
full_res10,RDPI,ESPI,10,3,0.3
full_res10,RDPI,ESPI,15,5,0.3333333333333333
full_res10,RDPI,ESPI,20,7,0.35
full_res10,RDPI,ESPIID,3,0,0
full_res10,RDPI,ESPIID,5,1,0.2
full_res10,RDPI,ESPIID,10,3,0.3
full_res10,RDPI,ESPIID,15,5,0.3333333333333333
full_res10,RDPI,ESPIID,20,9,0.45
full_res10,RDPI,PSI,3,0,0
full_res10,RDPI,PSI,5,0,0
full_res10,RDPI,PSI,10,2,0.2
full_res10,RDPI,PSI,15,2,0.13333333333333333
full_res10,RDPI,PSI,20,6,0.3
full_res10,RDPI,RPI,3,3,1
full_res10,RDPI,RPI,5,5,1
full_res10,RDPI,RPI,10,10,1
full_res10,RDPI,RPI,15,15,1
full_res10,RDPI,RPI,20,20,1
full_res10,RDPI,PQ,3,1,0.3333333333333333
full_res10,RDPI,PQ,5,1,0.2
full_res10,RDPI,PQ,10,3,0.3
full_res10,RDPI,PQ,15,5,0.3333333333333333
full_res10,RDPI,PQ,20,7,0.35
full_res10,RDPI,PR,3,1,0.3333333333333333
full_res10,RDPI,PR,5,1,0.2
full_res10,RDPI,PR,10,3,0.3
full_res10,RDPI,PR,15,5,0.3333333333333333
full_res10,RDPI,PR,20,7,0.35
full_res10,RDPI,NRW,3,1,0.3333333333333333
full_res10,RDPI,NRW,5,1,0.2
full_res10,RDPI,NRW,10,3,0.3
full_res10,RDPI,NRW,15,5,0.3333333333333333
full_res10,RDPI,NRW,20,7,0.35
full_res10,RDPI,ESP,3,3,1
full_res10,RDPI,ESP,5,3,0.6
full_res10,RDPI,ESP,10,8,0.8
full_res10,RDPI,ESP,15,13,0.8666666666666667
full_res10,RDPI,ESP,20,19,0.95
full_res10,RDPI,CEV,3,2,0.6666666666666666
full_res10,RDPI,CEV,5,3,0.6
full_res10,RDPI,CEV,10,8,0.8
full_res10,RDPI,CEV,15,13,0.8666666666666667
full_res10,RDPI,CEV,20,19,0.95
full_res10,RDPI,PFI,3,0,0
full_res10,RDPI,PFI,5,3,0.6
full_res10,RDPI,PFI,10,5,0.5
full_res10,RDPI,PFI,15,7,0.4666666666666667
full_res10,RDPI,PFI,20,13,0.65
full_res10,RDPI,APC,3,0,0
full_res10,RDPI,APC,5,1,0.2
full_res10,RDPI,APC,10,1,0.1
full_res10,RDPI,APC,15,4,0.26666666666666666
full_res10,RDPI,APC,20,8,0.4
full_res10,RDPI,SI,3,2,0.6666666666666666
full_res10,RDPI,SI,5,3,0.6
full_res10,RDPI,SI,10,4,0.4
full_res10,RDPI,SI,15,8,0.5333333333333333
full_res10,RDPI,SI,20,14,0.7
full_res10,RDPI,RSI,3,0,0
full_res10,RDPI,RSI,5,0,0
full_res10,RDPI,RSI,10,0,0
full_res10,RDPI,RSI,15,0,0
full_res10,RDPI,RSI,20,0,0
full_res10,RDPI,EVS,3,1,0.3333333333333333
full_res10,RDPI,EVS,5,1,0.2
full_res10,RDPI,EVS,10,2,0.2
full_res10,RDPI,EVS,15,5,0.3333333333333333
full_res10,RDPI,EVS,20,9,0.45
full_res10,ESPI,ESPIID,3,1,0.3333333333333333
full_res10,ESPI,ESPIID,5,3,0.6
full_res10,ESPI,ESPIID,10,8,0.8
full_res10,ESPI,ESPIID,15,13,0.8666666666666667
full_res10,ESPI,ESPIID,20,17,0.85
full_res10,ESPI,PSI,3,0,0
full_res10,ESPI,PSI,5,0,0
full_res10,ESPI,PSI,10,0,0
full_res10,ESPI,PSI,15,2,0.13333333333333333
full_res10,ESPI,PSI,20,9,0.45
full_res10,ESPI,RPI,3,1,0.3333333333333333
full_res10,ESPI,RPI,5,1,0.2
full_res10,ESPI,RPI,10,3,0.3
full_res10,ESPI,RPI,15,5,0.3333333333333333
full_res10,ESPI,RPI,20,7,0.35
full_res10,ESPI,PQ,3,3,1
full_res10,ESPI,PQ,5,5,1
full_res10,ESPI,PQ,10,10,1
full_res10,ESPI,PQ,15,15,1
full_res10,ESPI,PQ,20,20,1
full_res10,ESPI,PR,3,3,1
full_res10,ESPI,PR,5,5,1
full_res10,ESPI,PR,10,10,1
full_res10,ESPI,PR,15,15,1
full_res10,ESPI,PR,20,20,1
full_res10,ESPI,NRW,3,3,1
full_res10,ESPI,NRW,5,5,1
full_res10,ESPI,NRW,10,10,1
full_res10,ESPI,NRW,15,15,1
full_res10,ESPI,NRW,20,20,1
full_res10,ESPI,ESP,3,1,0.3333333333333333
full_res10,ESPI,ESP,5,1,0.2
full_res10,ESPI,ESP,10,3,0.3
full_res10,ESPI,ESP,15,4,0.26666666666666666
full_res10,ESPI,ESP,20,8,0.4
full_res10,ESPI,CEV,3,0,0
full_res10,ESPI,CEV,5,1,0.2
full_res10,ESPI,CEV,10,4,0.4
full_res10,ESPI,CEV,15,6,0.4
full_res10,ESPI,CEV,20,8,0.4
full_res10,ESPI,PFI,3,0,0
full_res10,ESPI,PFI,5,0,0
full_res10,ESPI,PFI,10,3,0.3
full_res10,ESPI,PFI,15,7,0.4666666666666667
full_res10,ESPI,PFI,20,11,0.55
full_res10,ESPI,APC,3,1,0.3333333333333333
full_res10,ESPI,APC,5,3,0.6
full_res10,ESPI,APC,10,6,0.6
full_res10,ESPI,APC,15,8,0.5333333333333333
full_res10,ESPI,APC,20,13,0.65
full_res10,ESPI,SI,3,2,0.6666666666666666
full_res10,ESPI,SI,5,2,0.4
full_res10,ESPI,SI,10,5,0.5
full_res10,ESPI,SI,15,9,0.6
full_res10,ESPI,SI,20,13,0.65
full_res10,ESPI,RSI,3,0,0
full_res10,ESPI,RSI,5,0,0
full_res10,ESPI,RSI,10,0,0
full_res10,ESPI,RSI,15,0,0
full_res10,ESPI,RSI,20,0,0
full_res10,ESPI,EVS,3,2,0.6666666666666666
full_res10,ESPI,EVS,5,2,0.4
full_res10,ESPI,EVS,10,7,0.7
full_res10,ESPI,EVS,15,14,0.9333333333333333
full_res10,ESPI,EVS,20,17,0.85
full_res10,ESPIID,PSI,3,0,0
full_res10,ESPIID,PSI,5,0,0
full_res10,ESPIID,PSI,10,0,0
full_res10,ESPIID,PSI,15,4,0.26666666666666666
full_res10,ESPIID,PSI,20,11,0.55
full_res10,ESPIID,RPI,3,0,0
full_res10,ESPIID,RPI,5,1,0.2
full_res10,ESPIID,RPI,10,3,0.3
full_res10,ESPIID,RPI,15,5,0.3333333333333333
full_res10,ESPIID,RPI,20,9,0.45
full_res10,ESPIID,PQ,3,1,0.3333333333333333
full_res10,ESPIID,PQ,5,3,0.6
full_res10,ESPIID,PQ,10,8,0.8
full_res10,ESPIID,PQ,15,13,0.8666666666666667
full_res10,ESPIID,PQ,20,17,0.85
full_res10,ESPIID,PR,3,1,0.3333333333333333
full_res10,ESPIID,PR,5,3,0.6
full_res10,ESPIID,PR,10,8,0.8
full_res10,ESPIID,PR,15,13,0.8666666666666667
full_res10,ESPIID,PR,20,17,0.85
full_res10,ESPIID,NRW,3,1,0.3333333333333333
full_res10,ESPIID,NRW,5,3,0.6
full_res10,ESPIID,NRW,10,8,0.8
full_res10,ESPIID,NRW,15,13,0.8666666666666667
full_res10,ESPIID,NRW,20,17,0.85
full_res10,ESPIID,ESP,3,0,0
full_res10,ESPIID,ESP,5,0,0
full_res10,ESPIID,ESP,10,2,0.2
full_res10,ESPIID,ESP,15,5,0.3333333333333333
full_res10,ESPIID,ESP,20,10,0.5
full_res10,ESPIID,CEV,3,0,0
full_res10,ESPIID,CEV,5,0,0
full_res10,ESPIID,CEV,10,3,0.3
full_res10,ESPIID,CEV,15,7,0.4666666666666667
full_res10,ESPIID,CEV,20,10,0.5
full_res10,ESPIID,PFI,3,0,0
full_res10,ESPIID,PFI,5,1,0.2
full_res10,ESPIID,PFI,10,4,0.4
full_res10,ESPIID,PFI,15,9,0.6
full_res10,ESPIID,PFI,20,12,0.6
full_res10,ESPIID,APC,3,3,1
full_res10,ESPIID,APC,5,5,1
full_res10,ESPIID,APC,10,8,0.8
full_res10,ESPIID,APC,15,10,0.6666666666666666
full_res10,ESPIID,APC,20,15,0.75
full_res10,ESPIID,SI,3,0,0
full_res10,ESPIID,SI,5,1,0.2
full_res10,ESPIID,SI,10,5,0.5
full_res10,ESPIID,SI,15,10,0.6666666666666666
full_res10,ESPIID,SI,20,15,0.75
full_res10,ESPIID,RSI,3,0,0
full_res10,ESPIID,RSI,5,0,0
full_res10,ESPIID,RSI,10,0,0
full_res10,ESPIID,RSI,15,0,0
full_res10,ESPIID,RSI,20,0,0
full_res10,ESPIID,EVS,3,0,0
full_res10,ESPIID,EVS,5,0,0
full_res10,ESPIID,EVS,10,5,0.5
full_res10,ESPIID,EVS,15,12,0.8
full_res10,ESPIID,EVS,20,16,0.8
full_res10,PSI,RPI,3,0,0
full_res10,PSI,RPI,5,0,0
full_res10,PSI,RPI,10,2,0.2
full_res10,PSI,RPI,15,2,0.13333333333333333
full_res10,PSI,RPI,20,6,0.3
full_res10,PSI,PQ,3,0,0
full_res10,PSI,PQ,5,0,0
full_res10,PSI,PQ,10,0,0
full_res10,PSI,PQ,15,2,0.13333333333333333
full_res10,PSI,PQ,20,9,0.45
full_res10,PSI,PR,3,0,0
full_res10,PSI,PR,5,0,0
full_res10,PSI,PR,10,0,0
full_res10,PSI,PR,15,2,0.13333333333333333
full_res10,PSI,PR,20,9,0.45
full_res10,PSI,NRW,3,0,0
full_res10,PSI,NRW,5,0,0
full_res10,PSI,NRW,10,0,0
full_res10,PSI,NRW,15,2,0.13333333333333333
full_res10,PSI,NRW,20,9,0.45
full_res10,PSI,ESP,3,0,0
full_res10,PSI,ESP,5,0,0
full_res10,PSI,ESP,10,1,0.1
full_res10,PSI,ESP,15,2,0.13333333333333333
full_res10,PSI,ESP,20,6,0.3
full_res10,PSI,CEV,3,0,0
full_res10,PSI,CEV,5,0,0
full_res10,PSI,CEV,10,2,0.2
full_res10,PSI,CEV,15,4,0.26666666666666666
full_res10,PSI,CEV,20,6,0.3
full_res10,PSI,PFI,3,0,0
full_res10,PSI,PFI,5,0,0
full_res10,PSI,PFI,10,3,0.3
full_res10,PSI,PFI,15,8,0.5333333333333333
full_res10,PSI,PFI,20,13,0.65
full_res10,PSI,APC,3,0,0
full_res10,PSI,APC,5,0,0
full_res10,PSI,APC,10,0,0
full_res10,PSI,APC,15,9,0.6
full_res10,PSI,APC,20,16,0.8
full_res10,PSI,SI,3,0,0
full_res10,PSI,SI,5,0,0
full_res10,PSI,SI,10,0,0
full_res10,PSI,SI,15,3,0.2
full_res10,PSI,SI,20,8,0.4
full_res10,PSI,RSI,3,0,0
full_res10,PSI,RSI,5,0,0
full_res10,PSI,RSI,10,1,0.1
full_res10,PSI,RSI,15,3,0.2
full_res10,PSI,RSI,20,3,0.15
full_res10,PSI,EVS,3,0,0
full_res10,PSI,EVS,5,0,0
full_res10,PSI,EVS,10,0,0
full_res10,PSI,EVS,15,1,0.06666666666666667
full_res10,PSI,EVS,20,7,0.35
full_res10,RPI,PQ,3,1,0.3333333333333333
full_res10,RPI,PQ,5,1,0.2
full_res10,RPI,PQ,10,3,0.3
full_res10,RPI,PQ,15,5,0.3333333333333333
full_res10,RPI,PQ,20,7,0.35
full_res10,RPI,PR,3,1,0.3333333333333333
full_res10,RPI,PR,5,1,0.2
full_res10,RPI,PR,10,3,0.3
full_res10,RPI,PR,15,5,0.3333333333333333
full_res10,RPI,PR,20,7,0.35
full_res10,RPI,NRW,3,1,0.3333333333333333
full_res10,RPI,NRW,5,1,0.2
full_res10,RPI,NRW,10,3,0.3
full_res10,RPI,NRW,15,5,0.3333333333333333
full_res10,RPI,NRW,20,7,0.35
full_res10,RPI,ESP,3,3,1
full_res10,RPI,ESP,5,3,0.6
full_res10,RPI,ESP,10,8,0.8
full_res10,RPI,ESP,15,13,0.8666666666666667
full_res10,RPI,ESP,20,19,0.95
full_res10,RPI,CEV,3,2,0.6666666666666666
full_res10,RPI,CEV,5,3,0.6
full_res10,RPI,CEV,10,8,0.8
full_res10,RPI,CEV,15,13,0.8666666666666667
full_res10,RPI,CEV,20,19,0.95
full_res10,RPI,PFI,3,0,0
full_res10,RPI,PFI,5,3,0.6
full_res10,RPI,PFI,10,5,0.5
full_res10,RPI,PFI,15,7,0.4666666666666667
full_res10,RPI,PFI,20,13,0.65
full_res10,RPI,APC,3,0,0
full_res10,RPI,APC,5,1,0.2
full_res10,RPI,APC,10,1,0.1
full_res10,RPI,APC,15,4,0.26666666666666666
full_res10,RPI,APC,20,8,0.4
full_res10,RPI,SI,3,2,0.6666666666666666
full_res10,RPI,SI,5,3,0.6
full_res10,RPI,SI,10,4,0.4
full_res10,RPI,SI,15,8,0.5333333333333333
full_res10,RPI,SI,20,14,0.7
full_res10,RPI,RSI,3,0,0
full_res10,RPI,RSI,5,0,0
full_res10,RPI,RSI,10,0,0
full_res10,RPI,RSI,15,0,0
full_res10,RPI,RSI,20,0,0
full_res10,RPI,EVS,3,1,0.3333333333333333
full_res10,RPI,EVS,5,1,0.2
full_res10,RPI,EVS,10,2,0.2
full_res10,RPI,EVS,15,5,0.3333333333333333
full_res10,RPI,EVS,20,9,0.45
full_res10,PQ,PR,3,3,1
full_res10,PQ,PR,5,5,1
full_res10,PQ,PR,10,10,1
full_res10,PQ,PR,15,15,1
full_res10,PQ,PR,20,20,1
full_res10,PQ,NRW,3,3,1
full_res10,PQ,NRW,5,5,1
full_res10,PQ,NRW,10,10,1
full_res10,PQ,NRW,15,15,1
full_res10,PQ,NRW,20,20,1
full_res10,PQ,ESP,3,1,0.3333333333333333
full_res10,PQ,ESP,5,1,0.2
full_res10,PQ,ESP,10,3,0.3
full_res10,PQ,ESP,15,4,0.26666666666666666
full_res10,PQ,ESP,20,8,0.4
full_res10,PQ,CEV,3,0,0
full_res10,PQ,CEV,5,1,0.2
full_res10,PQ,CEV,10,4,0.4
full_res10,PQ,CEV,15,6,0.4
full_res10,PQ,CEV,20,8,0.4
full_res10,PQ,PFI,3,0,0
full_res10,PQ,PFI,5,0,0
full_res10,PQ,PFI,10,3,0.3
full_res10,PQ,PFI,15,7,0.4666666666666667
full_res10,PQ,PFI,20,11,0.55
full_res10,PQ,APC,3,1,0.3333333333333333
full_res10,PQ,APC,5,3,0.6
full_res10,PQ,APC,10,6,0.6
full_res10,PQ,APC,15,8,0.5333333333333333
full_res10,PQ,APC,20,13,0.65
full_res10,PQ,SI,3,2,0.6666666666666666
full_res10,PQ,SI,5,2,0.4
full_res10,PQ,SI,10,5,0.5
full_res10,PQ,SI,15,9,0.6
full_res10,PQ,SI,20,13,0.65
full_res10,PQ,RSI,3,0,0
full_res10,PQ,RSI,5,0,0
full_res10,PQ,RSI,10,0,0
full_res10,PQ,RSI,15,0,0
full_res10,PQ,RSI,20,0,0
full_res10,PQ,EVS,3,2,0.6666666666666666
full_res10,PQ,EVS,5,2,0.4
full_res10,PQ,EVS,10,7,0.7
full_res10,PQ,EVS,15,14,0.9333333333333333
full_res10,PQ,EVS,20,17,0.85
full_res10,PR,NRW,3,3,1
full_res10,PR,NRW,5,5,1
full_res10,PR,NRW,10,10,1
full_res10,PR,NRW,15,15,1
full_res10,PR,NRW,20,20,1
full_res10,PR,ESP,3,1,0.3333333333333333
full_res10,PR,ESP,5,1,0.2
full_res10,PR,ESP,10,3,0.3
full_res10,PR,ESP,15,4,0.26666666666666666
full_res10,PR,ESP,20,8,0.4
full_res10,PR,CEV,3,0,0
full_res10,PR,CEV,5,1,0.2
full_res10,PR,CEV,10,4,0.4
full_res10,PR,CEV,15,6,0.4
full_res10,PR,CEV,20,8,0.4
full_res10,PR,PFI,3,0,0
full_res10,PR,PFI,5,0,0
full_res10,PR,PFI,10,3,0.3
full_res10,PR,PFI,15,7,0.4666666666666667
full_res10,PR,PFI,20,11,0.55
full_res10,PR,APC,3,1,0.3333333333333333
full_res10,PR,APC,5,3,0.6
full_res10,PR,APC,10,6,0.6
full_res10,PR,APC,15,8,0.5333333333333333
full_res10,PR,APC,20,13,0.65
full_res10,PR,SI,3,2,0.6666666666666666
full_res10,PR,SI,5,2,0.4
full_res10,PR,SI,10,5,0.5
full_res10,PR,SI,15,9,0.6
full_res10,PR,SI,20,13,0.65
full_res10,PR,RSI,3,0,0
full_res10,PR,RSI,5,0,0
full_res10,PR,RSI,10,0,0
full_res10,PR,RSI,15,0,0
full_res10,PR,RSI,20,0,0
full_res10,PR,EVS,3,2,0.6666666666666666
full_res10,PR,EVS,5,2,0.4
full_res10,PR,EVS,10,7,0.7
full_res10,PR,EVS,15,14,0.9333333333333333
full_res10,PR,EVS,20,17,0.85
full_res10,NRW,ESP,3,1,0.3333333333333333
full_res10,NRW,ESP,5,1,0.2
full_res10,NRW,ESP,10,3,0.3
full_res10,NRW,ESP,15,4,0.26666666666666666
full_res10,NRW,ESP,20,8,0.4
full_res10,NRW,CEV,3,0,0
full_res10,NRW,CEV,5,1,0.2
full_res10,NRW,CEV,10,4,0.4
full_res10,NRW,CEV,15,6,0.4
full_res10,NRW,CEV,20,8,0.4
full_res10,NRW,PFI,3,0,0
full_res10,NRW,PFI,5,0,0
full_res10,NRW,PFI,10,3,0.3
full_res10,NRW,PFI,15,7,0.4666666666666667
full_res10,NRW,PFI,20,11,0.55
full_res10,NRW,APC,3,1,0.3333333333333333
full_res10,NRW,APC,5,3,0.6
full_res10,NRW,APC,10,6,0.6
full_res10,NRW,APC,15,8,0.5333333333333333
full_res10,NRW,APC,20,13,0.65
full_res10,NRW,SI,3,2,0.6666666666666666
full_res10,NRW,SI,5,2,0.4
full_res10,NRW,SI,10,5,0.5
full_res10,NRW,SI,15,9,0.6
full_res10,NRW,SI,20,13,0.65
full_res10,NRW,RSI,3,0,0
full_res10,NRW,RSI,5,0,0
full_res10,NRW,RSI,10,0,0
full_res10,NRW,RSI,15,0,0
full_res10,NRW,RSI,20,0,0
full_res10,NRW,EVS,3,2,0.6666666666666666
full_res10,NRW,EVS,5,2,0.4
full_res10,NRW,EVS,10,7,0.7
full_res10,NRW,EVS,15,14,0.9333333333333333
full_res10,NRW,EVS,20,17,0.85
full_res10,ESP,CEV,3,2,0.6666666666666666
full_res10,ESP,CEV,5,5,1
full_res10,ESP,CEV,10,7,0.7
full_res10,ESP,CEV,15,12,0.8
full_res10,ESP,CEV,20,20,1
full_res10,ESP,PFI,3,0,0
full_res10,ESP,PFI,5,2,0.4
full_res10,ESP,PFI,10,3,0.3
full_res10,ESP,PFI,15,6,0.4
full_res10,ESP,PFI,20,13,0.65
full_res10,ESP,APC,3,0,0
full_res10,ESP,APC,5,0,0
full_res10,ESP,APC,10,0,0
full_res10,ESP,APC,15,3,0.2
full_res10,ESP,APC,20,8,0.4
full_res10,ESP,SI,3,2,0.6666666666666666
full_res10,ESP,SI,5,2,0.4
full_res10,ESP,SI,10,5,0.5
full_res10,ESP,SI,15,9,0.6
full_res10,ESP,SI,20,15,0.75
full_res10,ESP,RSI,3,0,0
full_res10,ESP,RSI,5,0,0
full_res10,ESP,RSI,10,0,0
full_res10,ESP,RSI,15,0,0
full_res10,ESP,RSI,20,0,0
full_res10,ESP,EVS,3,1,0.3333333333333333
full_res10,ESP,EVS,5,1,0.2
full_res10,ESP,EVS,10,3,0.3
full_res10,ESP,EVS,15,4,0.26666666666666666
full_res10,ESP,EVS,20,10,0.5
full_res10,CEV,PFI,3,1,0.3333333333333333
full_res10,CEV,PFI,5,2,0.4
full_res10,CEV,PFI,10,6,0.6
full_res10,CEV,PFI,15,9,0.6
full_res10,CEV,PFI,20,13,0.65
full_res10,CEV,APC,3,0,0
full_res10,CEV,APC,5,0,0
full_res10,CEV,APC,10,2,0.2
full_res10,CEV,APC,15,6,0.4
full_res10,CEV,APC,20,8,0.4
full_res10,CEV,SI,3,1,0.3333333333333333
full_res10,CEV,SI,5,2,0.4
full_res10,CEV,SI,10,6,0.6
full_res10,CEV,SI,15,10,0.6666666666666666
full_res10,CEV,SI,20,15,0.75
full_res10,CEV,RSI,3,0,0
full_res10,CEV,RSI,5,0,0
full_res10,CEV,RSI,10,0,0
full_res10,CEV,RSI,15,0,0
full_res10,CEV,RSI,20,0,0
full_res10,CEV,EVS,3,0,0
full_res10,CEV,EVS,5,1,0.2
full_res10,CEV,EVS,10,3,0.3
full_res10,CEV,EVS,15,5,0.3333333333333333
full_res10,CEV,EVS,20,10,0.5
full_res10,PFI,APC,3,0,0
full_res10,PFI,APC,5,1,0.2
full_res10,PFI,APC,10,5,0.5
full_res10,PFI,APC,15,11,0.7333333333333333
full_res10,PFI,APC,20,15,0.75
full_res10,PFI,SI,3,0,0
full_res10,PFI,SI,5,2,0.4
full_res10,PFI,SI,10,5,0.5
full_res10,PFI,SI,15,9,0.6
full_res10,PFI,SI,20,14,0.7
full_res10,PFI,RSI,3,0,0
full_res10,PFI,RSI,5,0,0
full_res10,PFI,RSI,10,0,0
full_res10,PFI,RSI,15,0,0
full_res10,PFI,RSI,20,0,0
full_res10,PFI,EVS,3,0,0
full_res10,PFI,EVS,5,0,0
full_res10,PFI,EVS,10,1,0.1
full_res10,PFI,EVS,15,6,0.4
full_res10,PFI,EVS,20,10,0.5
full_res10,APC,SI,3,0,0
full_res10,APC,SI,5,1,0.2
full_res10,APC,SI,10,4,0.4
full_res10,APC,SI,15,7,0.4666666666666667
full_res10,APC,SI,20,11,0.55
full_res10,APC,RSI,3,0,0
full_res10,APC,RSI,5,0,0
full_res10,APC,RSI,10,0,0
full_res10,APC,RSI,15,0,0
full_res10,APC,RSI,20,0,0
full_res10,APC,EVS,3,0,0
full_res10,APC,EVS,5,0,0
full_res10,APC,EVS,10,3,0.3
full_res10,APC,EVS,15,7,0.4666666666666667
full_res10,APC,EVS,20,11,0.55
full_res10,SI,RSI,3,0,0
full_res10,SI,RSI,5,0,0
full_res10,SI,RSI,10,0,0
full_res10,SI,RSI,15,0,0
full_res10,SI,RSI,20,0,0
full_res10,SI,EVS,3,2,0.6666666666666666
full_res10,SI,EVS,5,3,0.6
full_res10,SI,EVS,10,5,0.5
full_res10,SI,EVS,15,9,0.6
full_res10,SI,EVS,20,15,0.75
full_res10,RSI,EVS,3,0,0
full_res10,RSI,EVS,5,0,0
full_res10,RSI,EVS,10,0,0
full_res10,RSI,EVS,15,0,0
full_res10,RSI,EVS,20,0,0
